Year,County,Region,Type of Forest,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Yearly growth,Average Age,Clear-cut Percent,3-10 years  Percent,11 - 20 years  Percent,21 - 30 years  Percent,31 - 40 years  Percent,41 - 60 years  Percent,61 - 80 years  Percent,81 - 100 years  Percent,101 - 120 years  Percent,121 - 140 years  Percent,141+ years  Percent,Old Forest 100 120 140*
2014,06 Jönköpings län,Götaland,Unprotected,26.4,79.5,65.7,76.7,74.3,128.3,84,79.7,47.3,16.4,15.2,7.15,50.4,3.8,11.5,9.5,11.1,10.7,18.5,12.1,11.5,6.8,2.4,2.2,11.4
2014,07 Kronobergs län,Götaland,Unprotected,24.9,124.3,82.8,49.2,85.5,113.4,68.9,63,34.5,9,2,6.36,41.8,3.8,18.9,12.6,7.5,13,17.2,10.5,9.6,5.2,1.4,0.3,1.7
2014,08 Kalmar län,Götaland,Unprotected,33.1,62.4,65.2,74.7,77.4,139.6,85.5,77.5,53.1,28.4,13.9,7.22,52.7,4.7,8.8,9.2,10.5,10.9,19.6,12,10.9,7.5,4,2,13.5
2014,09 Gotlands län,Götaland,Unprotected,11.2,4.1,6.5,15.5,10.5,14.6,10.9,12.8,12.9,9,13,4.17,66.7,9.3,3.4,5.4,12.8,8.7,12.1,9,10.6,10.7,7.5,10.8,10.8
2014,10 Blekinge län,Götaland,Unprotected,6.5,28.2,17.4,16.2,22.7,35.5,28.5,26.3,7,2.4,0.7,8.34,46.6,3.4,14.7,9.1,8.5,11.9,18.5,14.9,13.7,3.7,1.3,0.4,5.4
2014,12 Skåne län,Götaland,Unprotected,26.1,42.5,41.9,35.9,40.4,83.7,64,37.7,14,11.7,3.4,8.24,46.8,6.5,10.6,10.4,8.9,10.1,20.9,15.9,9.4,3.5,2.9,0.8,7.2
2014,13 Hallands län,Götaland,Unprotected,10.5,40.1,23.2,22.2,27.6,61.6,54,30.3,11.9,4.3,1.8,8.3,48,3.7,13.9,8.1,7.7,9.6,21.4,18.8,10.5,4.1,1.5,0.6,6.2
2014,14 Västra Götalands län,Götaland,Unprotected,62.2,115.1,126.6,114.5,147.4,269.1,150.8,131.4,84.6,37,26,7.66,50.9,4.9,9.1,10,9.1,11.7,21.3,11.9,10.4,6.7,2.9,2.1,11.7
2014,17 Värmlands län,Svealand,Unprotected,52.8,109.9,127,139.3,170.9,328.6,124.2,77.5,67.2,50.2,40.3,6.7,49.7,4.1,8.5,9.9,10.8,13.3,25.5,9.6,6,5.2,3.9,3.1,7
2014,18 Örebro län,Svealand,Unprotected,26.3,54.1,58.9,62.5,76.4,130.7,60.8,37.7,21.6,16.6,9.2,6.74,46,4.7,9.8,10.6,11.3,13.8,23.6,11,6.8,3.9,3,1.7,4.7
2014,19 Västmanlands län,Svealand,Unprotected,19.8,36.5,42.3,39.9,27.3,60.9,29.4,25.4,17.4,12.3,3.6,6.42,45.1,6.3,11.6,13.4,12.7,8.7,19.3,9.3,8.1,5.5,3.9,1.1,5
2014,20 Dalarnas län,Svealand,Unprotected,82.1,155.1,182.5,224.5,280,295.4,127,99.3,100.2,131.5,192.2,4.69,58,4.4,8.3,9.8,12,15,15.8,6.8,5.3,5.4,7,10.3,10.3
2014,21 Gävleborgs län,Södra Norrland,Unprotected,79.3,131.7,159.8,150.5,198.8,300.3,157.8,108.9,92.1,63,40.9,6.01,50,5.3,8.9,10.8,10.1,13.4,20.2,10.6,7.3,6.2,4.2,2.8,7
2014,22 Västernorrlands län,Södra Norrland,Unprotected,102.1,131.9,161.5,197.5,215,323.5,121.3,133.3,115.7,96.5,71.8,5.92,52.8,6.1,7.9,9.7,11.8,12.9,19.4,7.3,8,6.9,5.8,4.3,10.1
2014,23 Jämtlands län,Södra Norrland,Unprotected,106.6,213.2,226.4,305.9,266.4,363.7,138,179.2,194.9,244.4,356.9,4.23,66.3,4.1,8.2,8.7,11.8,10.3,14,5.3,6.9,7.5,9.4,13.8,13.8
2014,24 Västerbottens län,Norra Norrland,Unprotected,120.6,242.8,221.8,322.7,321.4,502.4,372.6,303.3,240.5,215.3,224.4,3.73,61.7,3.9,7.9,7.2,10.5,10.4,16.3,12.1,9.8,7.8,7,7.3,7.3
2014,25 Norrbottens län,Norra Norrland,Unprotected,102.4,204.9,242.6,249.3,384.6,623.9,477,337.7,199.8,225.3,338.3,2.93,65.4,3,6.1,7.2,7.4,11.4,18.4,14.1,10,5.9,6.7,10,10
2015,01 Stockholms län,Svealand,Unprotected,18.9,12.7,21.9,20.6,38.8,58.2,32.3,40.8,20,8.2,15.1,7.11,57.9,6.6,4.4,7.6,7.2,13.5,20.3,11.2,14.2,7,2.9,5.3,15.2
2015,03 Uppsala län,Svealand,Unprotected,29.3,34.2,44.3,48.1,53.2,95.5,56.6,55,35.9,14.3,12.1,6.66,52.7,6.1,7.1,9.3,10.1,11.1,20,11.8,11.5,7.5,3,2.5,5.5
2015,04 Södermanlands län,Svealand,Unprotected,14.1,27.3,30.6,38,36.1,73.7,60.4,29.8,17.7,6.4,5.3,7.72,50,4.2,8,9,11.2,10.6,21.7,17.8,8.8,5.2,1.9,1.6,8.7
2015,05 Östergötlands län,Svealand,Unprotected,21.6,60.4,49.4,59,82.8,153.4,62.6,51.7,31.5,14.3,8.6,7.96,48.3,3.6,10.1,8.3,9.9,13.9,25.8,10.5,8.7,5.3,2.4,1.4,9.1
2015,06 Jönköpings län,Götaland,Unprotected,27.7,79.4,66.4,81.3,78.1,129.8,85.6,67.5,45.6,18.1,14.6,7.15,49.4,4,11.4,9.6,11.7,11.3,18.7,12.3,9.7,6.6,2.6,2.1,11.3
2015,07 Kronobergs län,Götaland,Unprotected,27.2,106.4,96.5,58.8,81.8,114.6,66.5,60.3,31.9,9.3,1.9,6.36,41.4,4.2,16.2,14.7,9,12.5,17.5,10.1,9.2,4.9,1.4,0.3,1.7
2015,08 Kalmar län,Götaland,Unprotected,29,61,67.1,74.2,80.1,146.8,80.6,82.3,54,30.4,16.2,7.22,53.6,4,8.5,9.3,10.3,11.1,20.3,11.2,11.4,7.5,4.2,2.2,13.9
2015,09 Gotlands län,Götaland,Unprotected,10.1,4.1,7,12,12.6,15.7,10.3,9.7,11.6,9.1,13.5,4.17,66.9,8.7,3.5,6.1,10.4,10.9,13.6,8.9,8.4,10,7.9,11.7,11.7
2015,10 Blekinge län,Götaland,Unprotected,6.6,24.7,19.8,17.8,25.2,36.2,23.9,25.1,7.8,3.4,0.7,8.34,46.5,3.5,12.9,10.4,9.3,13.2,18.9,12.5,13.1,4.1,1.8,0.4,6.3
2015,12 Skåne län,Götaland,Unprotected,27.1,42,41.6,36.8,37.5,83.2,58.1,42.4,14.4,12.8,4.8,8.24,47.6,6.8,10.5,10.4,9.2,9.4,20.8,14.5,10.6,3.6,3.2,1.2,8
2015,13 Hallands län,Götaland,Unprotected,9.6,34.5,26.3,26.1,25.5,60.2,50.1,30.3,14,5.4,2.1,8.3,49,3.4,12.1,9.3,9.2,9,21.2,17.6,10.7,4.9,1.9,0.7,7.5
2015,14 Västra Götalands län,Götaland,Unprotected,59.1,117.2,122.2,112.5,148.2,272.7,145.6,135.1,79.3,35.4,25.5,7.66,50.7,4.7,9.4,9.8,9,11.8,21.8,11.6,10.8,6.3,2.8,2,11.1
2015,17 Värmlands län,Svealand,Unprotected,47.8,112,129.2,142.2,162.8,316.4,144.3,69.8,70,51.1,37.8,6.7,49.8,3.7,8.7,10.1,11.1,12.7,24.7,11.2,5.4,5.5,4,2.9,6.9
2015,18 Örebro län,Svealand,Unprotected,24.8,53.1,61.2,63.8,77.6,140.5,52.1,38.3,20.9,16.6,8.2,6.74,45.4,4.5,9.5,11,11.5,13.9,25.2,9.4,6.9,3.8,3,1.5,4.5
2015,19 Västmanlands län,Svealand,Unprotected,25.4,35.6,39.5,41.1,29.1,60.3,34.1,23.5,15.1,12.7,3.4,6.42,44.3,7.9,11.1,12.4,12.9,9.1,18.9,10.7,7.3,4.7,4,1.1,5.1
2015,20 Dalarnas län,Svealand,Unprotected,84.1,153.5,174.7,228.9,256.5,308.8,130.5,98.1,104.8,126.2,201,4.69,58.7,4.5,8.2,9.4,12.3,13.7,16.5,7,5.3,5.6,6.8,10.8,10.8
2015,21 Gävleborgs län,Södra Norrland,Unprotected,77,135.2,149.9,162.6,187.4,295.4,165.3,102.5,87,66.1,41.8,6.01,50,5.2,9.2,10.2,11.1,12.7,20.1,11.2,7,5.9,4.5,2.8,7.3
2015,22 Västernorrlands län,Södra Norrland,Unprotected,98,137.6,150.2,194.7,195.5,339.6,120.5,126,103,95.5,78.8,5.92,53.1,6,8.4,9.2,11.9,11.9,20.7,7.4,7.7,6.3,5.8,4.8,10.6
2015,23 Jämtlands län,Södra Norrland,Unprotected,101.9,191.9,224.6,291.4,282.5,364.9,141.5,161.9,182.1,237.2,374.7,4.23,67.1,4,7.5,8.8,11.4,11.1,14.3,5.5,6.3,7.1,9.3,14.7,14.7
2015,24 Västerbottens län,Norra Norrland,Unprotected,112.9,245.6,226.1,286.2,344,514.4,373.7,294.6,236.6,222.9,233.8,3.73,62.2,3.7,7.9,7.3,9.3,11.1,16.6,12.1,9.5,7.7,7.2,7.6,7.6
2015,25 Norrbottens län,Norra Norrland,Unprotected,100,212.7,236.4,224,379.3,669,492.7,348,193.9,233.3,317.1,2.93,65.2,2.9,6.2,6.9,6.6,11.1,19.6,14.5,10.2,5.7,6.8,9.3,9.3
2016,01 Stockholms län,Svealand,Unprotected,18.4,10.8,24.2,18,42.1,62.4,35,41.8,21.9,10.6,15.3,7.11,59.1,6.1,3.6,8.1,6,14,20.8,11.6,13.9,7.3,3.5,5.1,15.9
2016,03 Uppsala län,Svealand,Unprotected,30,35.1,40.5,49.6,55.3,91.5,59.9,51.7,36.9,12.3,10.2,6.66,51.9,6.3,7.4,8.6,10.5,11.7,19.3,12.7,10.9,7.8,2.6,2.2,4.8
2016,04 Södermanlands län,Svealand,Unprotected,13.9,29.6,29.8,38.8,33.3,71.1,61,33.4,18.4,5.8,6.4,7.72,50.6,4.1,8.7,8.7,11.4,9.7,20.8,17.9,9.8,5.4,1.7,1.9,9
2016,05 Östergötlands län,Svealand,Unprotected,24.8,59.1,54.2,61.1,78.4,160.6,65.9,50,32.2,14.6,10,7.96,48.2,4.1,9.7,8.9,10,12.8,26.3,10.8,8.2,5.3,2.4,1.6,9.3
2016,06 Jönköpings län,Götaland,Unprotected,26.7,73.9,70.9,80.3,71,131.2,84.2,64.3,48.8,21.4,16.5,7.15,50.5,3.9,10.7,10.3,11.6,10.3,19,12.2,9.3,7.1,3.1,2.4,12.6
2016,07 Kronobergs län,Götaland,Unprotected,27.1,87.5,104.8,67.1,76.8,121.5,65.8,61.9,28.7,7.8,3.2,6.36,41.8,4.2,13.4,16.1,10.3,11.8,18.6,10.1,9.5,4.4,1.2,0.5,1.7
2016,08 Kalmar län,Götaland,Unprotected,26.7,54.3,69.9,68.1,80.9,147.4,85.4,80.6,53,32.2,15.3,7.22,54.3,3.7,7.6,9.8,9.5,11.3,20.7,12,11.3,7.4,4.5,2.1,14
2016,09 Gotlands län,Götaland,Unprotected,9.1,3.1,7.7,8.4,14.3,17.1,9.5,9.7,11.9,8.2,14.7,4.17,68.8,8,2.7,6.8,7.4,12.6,15.1,8.4,8.5,10.5,7.2,12.9,12.9
2016,10 Blekinge län,Götaland,Unprotected,6.8,22.9,20.2,15.3,26.8,38.7,24.6,25,9.1,4.4,1.4,8.34,48.3,3.5,11.7,10.3,7.8,13.7,19.8,12.6,12.8,4.7,2.3,0.7,7.7
2016,12 Skåne län,Götaland,Unprotected,29.8,42.2,39.4,36.4,35.7,83.2,56.9,40.3,13.8,12.1,5.4,8.24,47.1,7.5,10.7,10,9.2,9,21,14.4,10.2,3.5,3.1,1.4,8
2016,13 Hallands län,Götaland,Unprotected,11.1,31.1,26.3,26.4,26,61.4,48.2,32.3,14.7,5.9,1.7,8.3,49.5,3.9,10.9,9.2,9.3,9.1,21.5,16.9,11.3,5.2,2.1,0.6,7.9
2016,14 Västra Götalands län,Götaland,Unprotected,63.4,116.3,120.3,122.2,136.7,271.4,145.1,134.3,81.6,36.7,27,7.66,50.9,5.1,9.3,9.6,9.7,10.9,21.6,11.6,10.7,6.5,2.9,2.2,11.6
2016,17 Värmlands län,Svealand,Unprotected,49.5,103.3,120.3,138.5,170,327.5,155.5,69.3,69.2,56,41,6.7,51,3.8,7.9,9.3,10.7,13.1,25.2,12,5.3,5.3,4.3,3.2,7.5
2016,18 Örebro län,Svealand,Unprotected,30.9,51.6,60.5,63.3,78.6,150.9,51.9,38.1,18.8,17,9.6,6.74,45.2,5.4,9,10.6,11.1,13.8,26.4,9.1,6.7,3.3,3,1.7,4.7
2016,19 Västmanlands län,Svealand,Unprotected,25.1,31.7,40.1,44.8,33.1,58.6,33.6,23.5,13.5,10.8,2.7,6.42,43.2,7.9,10,12.6,14.1,10.4,18.5,10.6,7.4,4.3,3.4,0.9,4.3
2016,20 Dalarnas län,Svealand,Unprotected,85.5,152.3,162.1,237.1,253.3,324.6,137.1,95.9,103.4,127.8,204.8,4.69,59,4.5,8.1,8.6,12.6,13.4,17.2,7.3,5.1,5.5,6.8,10.9,10.9
2016,21 Gävleborgs län,Södra Norrland,Unprotected,68.9,145.4,145.3,169.4,185,291.7,164.5,92.4,82.9,69.8,44.1,6.01,49.9,4.7,10,10,11.6,12.7,20,11.3,6.3,5.7,4.8,3,7.8
2016,22 Västernorrlands län,Södra Norrland,Unprotected,101.5,156.5,149.6,206.7,200.2,326.4,127.9,111.7,97.6,87.2,75.8,5.92,51.2,6.2,9.5,9.1,12.6,12.2,19.9,7.8,6.8,5.9,5.3,4.6,9.9
2016,23 Jämtlands län,Södra Norrland,Unprotected,94.4,202.2,221.2,284.9,300.9,364.5,145.2,158.5,171.2,231.9,378.1,4.23,66.7,3.7,7.9,8.7,11.2,11.8,14.3,5.7,6.2,6.7,9.1,14.8,14.8
2016,24 Västerbottens län,Norra Norrland,Unprotected,115.4,238.3,232.9,282.6,344.6,549.4,383.5,288.1,224.8,221,242.2,3.73,62.1,3.7,7.6,7.5,9,11,17.6,12.3,9.2,7.2,7.1,7.8,7.8
2016,25 Norrbottens län,Norra Norrland,Unprotected,109.8,220.5,228.1,215.4,384.7,673.6,476.7,341.6,194.3,219.9,321.8,2.93,64.8,3.2,6.5,6.7,6.4,11.4,19.9,14.1,10.1,5.7,6.5,9.5,9.5
2017,01 Stockholms län,Svealand,Unprotected,17.8,11.7,24.9,21.2,40.8,58.7,37.8,39.2,23.5,10.2,16.3,7.11,59.1,5.9,3.9,8.2,7,13.5,19.4,12.5,13,7.8,3.4,5.4,16.6
2017,03 Uppsala län,Svealand,Unprotected,29.8,37.3,42.1,49.6,59.4,93.5,60.3,48.1,35.9,13,10.1,6.66,51.2,6.2,7.8,8.8,10.4,12.4,19.5,12.6,10,7.5,2.7,2.1,4.8
2017,04 Södermanlands län,Svealand,Unprotected,18.4,29.5,28.4,36.4,33,72.2,60.4,30.4,16.8,6.1,6.3,7.72,49.7,5.4,8.7,8.4,10.8,9.8,21.4,17.9,9,5,1.8,1.9,8.7
2017,05 Östergötlands län,Svealand,Unprotected,28.2,56.7,51.4,64.9,76.5,156,67.3,50.5,29.7,14.5,10,7.96,48,4.7,9.4,8.5,10.7,12.6,25.8,11.1,8.3,4.9,2.4,1.7,9
2017,06 Jönköpings län,Götaland,Unprotected,23.8,71.9,77.3,83.2,73.2,134.9,86.2,64.8,54.1,24.2,16.6,7.15,51.2,3.4,10.1,10.9,11.7,10.3,19,12.1,9.1,7.6,3.4,2.3,13.3
2017,07 Kronobergs län,Götaland,Unprotected,28.6,83,115.5,71.8,68.5,119.2,69,58.2,28.1,9.1,4.9,6.36,41.8,4.4,12.7,17.6,11,10.4,18.2,10.5,8.9,4.3,1.4,0.7,2.1
2017,08 Kalmar län,Götaland,Unprotected,28.8,52.4,72.9,69.3,86.5,144.8,85.3,77.2,52,32.8,14.7,7.22,53.7,4,7.3,10.2,9.7,12.1,20.2,11.9,10.8,7.3,4.6,2.1,14
2017,09 Gotlands län,Götaland,Unprotected,8.9,3.4,7.3,7.8,14.7,18,9.3,8.9,11.5,7.5,14.6,4.17,68.1,8,3,6.5,7,13.1,16.1,8.3,8,10.3,6.7,13.1,13.1
2017,10 Blekinge län,Götaland,Unprotected,7.1,20.6,20.1,14.6,27.9,41.1,27.1,21.4,10,3.7,1.3,8.34,48.2,3.6,10.6,10.3,7.5,14.3,21.1,13.9,11,5.1,1.9,0.7,7.7
2017,12 Skåne län,Götaland,Unprotected,27.4,42.6,40,36.5,38.2,83.7,53.7,37.6,13.6,12.5,4.7,8.24,46.6,7,10.9,10.2,9.3,9.8,21.4,13.8,9.6,3.5,3.2,1.2,7.9
2017,13 Hallands län,Götaland,Unprotected,11.2,24.9,32,25.9,25.3,61.4,45.6,32.9,14.5,5.5,1.2,8.3,49.4,4,8.9,11.4,9.2,9,21.9,16.3,11.7,5.2,2,0.4,7.6
2017,14 Västra Götalands län,Götaland,Unprotected,61,115.1,120,119.6,128.5,277.2,147.2,134.1,83.3,39.2,27.6,7.66,51.5,4.9,9.2,9.6,9.5,10.3,22.1,11.7,10.7,6.6,3.1,2.2,11.9
2017,17 Värmlands län,Svealand,Unprotected,49.5,102.3,119.1,138.2,165.4,329,169.1,70.7,64.7,50.2,48.8,6.7,51.4,3.8,7.8,9.1,10.6,12.7,25.2,12.9,5.4,5,3.8,3.7,7.5
2017,18 Örebro län,Svealand,Unprotected,31.5,54.3,67,60.9,75,154.7,55.9,38.4,15.1,17.5,7.5,6.74,44.3,5.5,9.4,11.6,10.5,13,26.8,9.7,6.6,2.6,3,1.3,4.3
2017,19 Västmanlands län,Svealand,Unprotected,25.2,30.8,37.1,42.4,38.8,59,32.6,21.7,12.5,8.9,1.9,6.42,42.2,8.1,9.9,11.9,13.6,12.5,19,10.5,7,4,2.9,0.6,3.5
2017,20 Dalarnas län,Svealand,Unprotected,83.6,160.1,166.6,235,238.9,333.9,139.6,91.4,94.9,118.9,208,4.69,58.4,4.5,8.6,8.9,12.6,12.8,17.8,7.5,4.9,5.1,6.4,11.1,11.1
2017,21 Gävleborgs län,Södra Norrland,Unprotected,70.8,140.9,147.4,164.9,180,294.4,171,93.8,77.5,73,49.4,6.01,50.5,4.8,9.6,10.1,11.3,12.3,20.1,11.7,6.4,5.3,5,3.4,8.4
2017,22 Västernorrlands län,Södra Norrland,Unprotected,95.2,151.1,149.6,185.1,217.3,316.8,143.7,94,105.4,91,76.5,5.92,52,5.9,9.3,9.2,11.4,13.4,19.5,8.8,5.8,6.5,5.6,4.7,10.3
2017,23 Jämtlands län,Södra Norrland,Unprotected,96.5,201.3,204.6,279.6,305.8,368,153.5,146,163.8,239.2,388.3,4.23,67.3,3.8,7.9,8,11,12,14.5,6,5.7,6.4,9.4,15.2,15.2
2017,24 Västerbottens län,Norra Norrland,Unprotected,110.2,243,218.1,287.4,359.1,538,385.4,281.7,223.1,213.2,260.6,3.73,62.4,3.5,7.8,7,9.2,11.5,17.2,12.4,9,7.2,6.8,8.4,8.4
2017,25 Norrbottens län,Norra Norrland,Unprotected,106.3,213.3,229,220.5,358.2,663.6,493.9,340.3,211.3,213.5,331.3,2.93,65.5,3.1,6.3,6.8,6.5,10.6,19.6,14.6,10.1,6.2,6.3,9.8,9.8
2018,01 Stockholms län,Svealand,Unprotected,13.9,14.1,18.8,24.5,34.6,61.7,38.9,37.7,22.1,11.2,16.3,7.11,60.3,4.7,4.8,6.4,8.3,11.8,21,13.2,12.8,7.5,3.8,5.5,16.8
2018,03 Uppsala län,Svealand,Unprotected,24.6,48.1,37.3,52.5,58,91.3,66.2,48.1,33.5,13,12,6.66,51.3,5.1,9.9,7.7,10.8,12,18.8,13.7,9.9,6.9,2.7,2.5,5.2
2018,04 Södermanlands län,Svealand,Unprotected,21.2,28.8,27,29.3,33.4,72.1,59.8,34.1,15.5,6.7,6,7.72,50.2,6.3,8.6,8.1,8.8,10,21.6,17.9,10.2,4.6,2,1.8,8.4
2018,05 Östergötlands län,Svealand,Unprotected,30.5,50.7,51.7,63.7,75.6,159.2,70.1,50.3,30.3,14.7,9.8,7.96,48.4,5,8.4,8.5,10.5,12.5,26.2,11.6,8.3,5,2.4,1.6,9
2018,06 Jönköpings län,Götaland,Unprotected,22.9,71.1,86.5,73.7,80.8,127,86.5,66.1,53.3,26.1,16.7,7.15,51.3,3.2,10,12.2,10.4,11.4,17.9,12.2,9.3,7.5,3.7,2.3,13.5
2018,07 Kronobergs län,Götaland,Unprotected,29.3,73,122.5,72.7,58.9,122.8,69.6,57.3,28.6,9.5,6,6.36,42.3,4.5,11.2,18.8,11.2,9.1,18.9,10.7,8.8,4.4,1.5,0.9,2.4
2018,08 Kalmar län,Götaland,Unprotected,33.9,55.8,74.4,71.7,84.9,142.8,80.3,80.8,53.6,26.5,18,7.22,52.9,4.7,7.7,10.3,9.9,11.7,19.8,11.1,11.2,7.4,3.7,2.5,13.6
2018,09 Gotlands län,Götaland,Unprotected,6,4,6.9,6.8,14.3,15.2,11.5,8.2,12.8,8.5,14.1,4.17,71.3,5.5,3.7,6.4,6.3,13.2,14,10.6,7.6,11.8,7.8,13,13
2018,10 Blekinge län,Götaland,Unprotected,8.1,16.6,19.3,14.8,24.4,37.6,31.6,21.4,10.7,4.6,2.3,8.34,50.9,4.2,8.7,10.1,7.7,12.7,19.6,16.5,11.2,5.6,2.4,1.2,9.2
2018,12 Skåne län,Götaland,Unprotected,27.3,40.2,41.9,38.6,37,81.3,57.7,41.5,15.2,11.7,4.9,8.24,47.5,6.9,10.1,10.5,9.7,9.3,20.5,14.5,10.4,3.8,2.9,1.2,7.9
2018,13 Hallands län,Götaland,Unprotected,13.7,18.4,35.6,26.2,23.6,61.9,43.6,33.6,14.9,6.1,1,8.3,49.7,4.9,6.6,12.8,9.4,8.5,22.2,15.6,12.1,5.3,2.2,0.4,7.9
2018,14 Västra Götalands län,Götaland,Unprotected,59.5,107.8,121.7,128.9,117.1,282.6,143.4,128.1,81.8,42.5,26.5,7.66,51.5,4.8,8.7,9.8,10.4,9.4,22.8,11.6,10.3,6.6,3.4,2.1,12.1
2018,17 Värmlands län,Svealand,Unprotected,46.9,113.6,119.7,125.5,169.1,321.7,170.1,74.4,62.3,44.3,51,6.7,51.1,3.6,8.7,9.2,9.7,13,24.8,13.1,5.7,4.8,3.4,3.9,7.3
2018,18 Örebro län,Svealand,Unprotected,28.3,51.9,70.4,63,72.4,157,56.3,39.4,17.9,16.8,5.5,6.74,44.5,4.9,9,12.2,10.9,12.5,27.1,9.7,6.8,3.1,2.9,0.9,3.8
2018,19 Västmanlands län,Svealand,Unprotected,25.3,28.3,43.9,36.2,40.4,54.9,29.2,21.6,12.5,7.2,3.1,6.42,41.7,8.4,9.3,14.5,12,13.3,18.1,9.6,7.1,4.1,2.4,1,3.4
2018,20 Dalarnas län,Svealand,Unprotected,80.8,157.8,173.3,224.6,247.6,334.5,145.4,81.9,91.3,120.7,210.2,4.69,58.5,4.3,8.4,9.3,12,13.3,17.9,7.8,4.4,4.9,6.5,11.3,11.3
2018,21 Gävleborgs län,Södra Norrland,Unprotected,78.1,144.1,141.3,164.7,175.2,287.2,178.6,88.4,72.9,76.7,50,6.01,50.4,5.4,9.9,9.7,11.3,12,19.7,12.3,6.1,5,5.3,3.4,8.7
2018,22 Västernorrlands län,Södra Norrland,Unprotected,92,151.5,149.7,170,205.4,323.6,157.9,98.8,94.1,95.6,78.5,5.92,52.6,5.7,9.4,9.3,10.5,12.7,20,9.8,6.1,5.8,5.9,4.9,10.8
2018,23 Jämtlands län,Södra Norrland,Unprotected,92.9,223,202.2,255.1,305,379.6,166,142.6,158.5,239.1,390.8,4.23,67.2,3.6,8.7,7.9,10,11.9,14.9,6.5,5.6,6.2,9.4,15.3,15.3
