Year,County,Region,Type of Forest,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Yearly growth,Average Age,Clear-cut Percent,3-10 years  Percent,11 - 20 years  Percent,21 - 30 years  Percent,31 - 40 years  Percent,41 - 60 years  Percent,61 - 80 years  Percent,81 - 100 years  Percent,101 - 120 years  Percent,121 - 140 years  Percent,141+ years  Percent,Old Forest 100 120 140*
2018,24 Västerbottens län,Norra Norrland,Unprotected,98.6,249.5,234.9,259.5,374,517.4,403.9,258.5,222.6,214.3,264.9,3.73,62.6,3.2,8.1,7.6,8.4,12.1,16.7,13,8.3,7.2,6.9,8.6,8.6
2018,25 Norrbottens län,Norra Norrland,Unprotected,105.9,216,211.5,231.8,331,646.9,507.4,328,212.3,220.1,336.3,2.93,66.2,3.2,6.5,6.3,6.9,9.9,19.3,15.2,9.8,6.3,6.6,10,10
2019,01 Stockholms län,Svealand,Unprotected,15.7,14.6,20.4,21.9,34.1,60.5,41.8,33.2,19.3,13.7,15.5,7.11,59.5,5.4,5,7,7.5,11.7,20.8,14.4,11.4,6.6,4.7,5.3,16.6
2019,03 Uppsala län,Svealand,Unprotected,28.5,48.9,43.2,50.6,56.7,89.8,64.7,47.1,34.7,14.6,13.7,6.66,51.1,5.8,9.9,8.8,10.3,11.5,18.2,13.1,9.6,7,3,2.8,5.8
2019,04 Södermanlands län,Svealand,Unprotected,27.6,24.1,27.9,36.1,33.5,67.3,59.3,32.9,14.2,4.6,6.9,7.72,48.7,8.3,7.2,8.3,10.8,10,20.1,17.7,9.8,4.2,1.4,2.1,7.7
2019,05 Östergötlands län,Svealand,Unprotected,31.6,53.8,57,66.9,73.7,159,73.8,47.7,27.2,14.3,9.6,7.96,47.3,5.1,8.8,9.3,10.9,12,25.9,12,7.8,4.4,2.3,1.6,8.3
2019,06 Jönköpings län,Götaland,Unprotected,23.1,65.6,80.4,79.6,78.1,131.1,87.6,64.1,54,31.5,17.3,7.15,52.4,3.2,9.2,11.3,11.2,11,18.4,12.3,9,7.6,4.4,2.4,14.4
2019,07 Kronobergs län,Götaland,Unprotected,27.9,62.4,127.1,80.4,55.5,126.2,64.5,57.3,28.4,12,8,6.36,43.1,4.3,9.6,19.6,12.4,8.5,19.4,9.9,8.8,4.4,1.8,1.2,3
2019,08 Kalmar län,Götaland,Unprotected,38.5,54.3,78.7,65.2,86.6,145.2,76.8,80.4,48.4,27,16.3,7.22,52,5.4,7.6,11,9.1,12.1,20.2,10.7,11.2,6.7,3.8,2.3,12.8
2019,09 Gotlands län,Götaland,Unprotected,7.2,3.1,5.9,7.6,13,15.3,12.1,7.8,12.9,7.5,15.5,4.17,72.1,6.7,2.9,5.5,7,12,14.2,11.2,7.2,12,7,14.4,14.4
2019,10 Blekinge län,Götaland,Unprotected,6.8,16,21.9,16,22.6,38.4,27,22.4,10.3,5.3,2.3,8.34,50.7,3.6,8.5,11.6,8.5,12,20.3,14.3,11.8,5.4,2.8,1.2,9.4
2019,12 Skåne län,Götaland,Unprotected,28.7,39.1,48.7,38.3,33.4,78.1,61.3,41.7,16.2,12.4,5.5,8.24,47.6,7.1,9.7,12.1,9.5,8.3,19.4,15.2,10.3,4,3.1,1.4,8.5
2019,13 Hallands län,Götaland,Unprotected,14.4,19.8,40.1,24.7,27,60.8,47.6,32.9,15,6.1,1.6,8.3,49.2,5,6.8,13.8,8.5,9.3,21,16.4,11.3,5.2,2.1,0.6,7.9
2019,14 Västra Götalands län,Götaland,Unprotected,60.3,104.9,123.7,138.7,120.8,276.8,134.8,130,78.9,47.9,28.5,7.66,51.6,4.8,8.4,9.9,11.1,9.7,22.2,10.8,10.4,6.3,3.8,2.3,12.4
2019,17 Värmlands län,Svealand,Unprotected,46,113.8,119.7,130.8,165,319.9,173.2,70.3,65.7,40.6,49.3,6.7,50.8,3.6,8.8,9.2,10.1,12.8,24.7,13.4,5.4,5.1,3.1,3.8,6.9
2019,18 Örebro län,Svealand,Unprotected,33.5,49.7,70.6,64.7,76,153.5,55.9,33.5,21.6,14.3,5.9,6.74,43.7,5.8,8.6,12.2,11.2,13.1,26.5,9.7,5.8,3.7,2.5,1,3.5
2019,19 Västmanlands län,Svealand,Unprotected,27.7,29.2,45,33.1,37.4,56.3,30,20.2,12.6,6.1,2.5,6.42,40.8,9.2,9.7,15,11,12.5,18.8,10,6.7,4.2,2,0.8,2.8
2019,20 Dalarnas län,Svealand,Unprotected,75,153.5,170.8,210.4,250.9,337,153.4,85.6,88.6,119.5,208.5,4.69,58.9,4,8.3,9.2,11.4,13.5,18.2,8.3,4.6,4.8,6.4,11.3,11.3
2019,21 Gävleborgs län,Södra Norrland,Unprotected,80.4,144.4,143.7,165.6,175.2,289.4,196.9,91.2,70.4,73.8,55,6.01,50.6,5.4,9.7,9.7,11.1,11.8,19.5,13.3,6.1,4.7,5,3.7,8.7
2019,22 Västernorrlands län,Södra Norrland,Unprotected,93.7,155.6,134.7,168.5,207,338.5,157.1,99.9,86.1,89.7,80.6,5.92,52.4,5.8,9.7,8.4,10.5,12.8,21,9.7,6.2,5.3,5.6,5,10.6
2019,23 Jämtlands län,Södra Norrland,Unprotected,101.6,219.5,214,257.7,319,387.6,174.1,133.9,153.7,232,388.7,4.23,66.2,3.9,8.5,8.3,10,12.4,15,6.7,5.2,6,9,15.1,15.1
2019,24 Västerbottens län,Norra Norrland,Unprotected,99.1,232.9,238.2,244.3,335.7,506.4,416,253,221,197.1,266.5,3.73,63,3.3,7.7,7.9,8.1,11.2,16.8,13.8,8.4,7.3,6.5,8.9,8.9
2019,25 Norrbottens län,Norra Norrland,Unprotected,114.9,205.4,209,219.4,319.7,679,514.7,327.1,223.4,208.3,341.4,2.93,66.4,3.4,6.1,6.2,6.5,9.5,20.2,15.3,9.7,6.6,6.2,10.2,10.2
2005,01 Stockholms län,Svealand,Protected,0.9,0.6,0.8,0,0,3.8,4.6,1.2,2.6,3.6,1.4,7.11,82.8,4.7,3.1,4.1,0,0,19.7,23.8,6.2,13.5,18.7,7.3,39.5
2005,03 Uppsala län,Svealand,Protected,0.7,0,0,2.3,1.4,6,2.7,1.8,3,2.1,2.9,6.66,78.8,3.1,0,0,10.1,6.1,26.3,11.8,7.9,13.2,9.2,12.7,21.9
2005,04 Södermanlands län,Svealand,Protected,2.6,0,0,0.7,0.9,1.9,1.8,0.8,0.5,1.5,0,7.72,54.8,24.1,0,0,6.5,8.3,17.6,16.7,7.4,4.6,13.9,0,18.5
2005,05 Östergötlands län,Svealand,Protected,0,0,0,0.8,0,1.3,3.4,1.2,0,1.4,0.7,7.96,82.5,0,0,0,9.2,0,14.9,39.1,13.8,0,16.1,8,24.1
2005,06 Jönköpings län,Götaland,Protected,0,0.3,0.6,1.6,1.3,0.5,1.2,1.3,0,0.8,0,7.15,56.8,0,4,8,21.3,17.3,6.7,16,17.3,0,10.7,0,10.7
2005,07 Kronobergs län,Götaland,Protected,0.4,0.8,0.7,1.6,0.6,3.4,4.9,1,2.6,0.8,0,6.36,64.4,2.4,4.8,4.2,9.6,3.6,20.5,29.5,6,15.7,4.8,0,4.8
2005,08 Kalmar län,Götaland,Protected,0,0.7,0.8,0.9,1.9,3.8,2.5,5.3,3.9,0.5,0,7.22,70.6,0,3.4,3.9,4.4,9.3,18.6,12.3,26,19.1,2.5,0,21.6
2005,09 Gotlands län,Götaland,Protected,0,0.5,1.2,0,0,0.6,1.7,0.2,3.5,1.9,6,4.17,109.5,0,3.2,7.6,0,0,3.8,10.8,1.3,22.3,12.1,38.2,38.2
2005,10 Blekinge län,Götaland,Protected,0,0.6,0.7,2.1,0.2,1.2,2.7,3.3,1,0,0.5,8.34,65.4,0,4.9,5.7,17.1,1.6,9.8,22,26.8,8.1,0,4.1,12.2
2005,12 Skåne län,Götaland,Protected,0.5,3,1.1,2.5,0.8,6.3,4,1.8,3,3.5,0,8.24,62.3,1.9,11.2,4.1,9.4,3,23.6,15,6.7,11.2,13.1,0,24.3
2005,13 Hallands län,Götaland,Protected,0.2,1,0.5,0.4,0,1.9,2.9,2.5,1.8,0,0.3,8.3,69.8,1.8,8.8,4.4,3.5,0,16.8,25.7,22.1,15.9,0,2.7,18.6
2005,14 Västra Götalands län,Götaland,Protected,0,2.8,1.4,0.8,0.6,5,8.2,8.2,4.4,3.9,1.3,7.66,77.4,0,7.7,3.8,2.2,1.6,13.7,22.5,22.5,12.1,10.7,3.6,26.4
2005,17 Värmlands län,Svealand,Protected,0.9,0.3,1.8,0.6,1.4,5.8,4.3,4.8,7.7,7.5,10.6,6.7,99.1,2,0.7,3.9,1.3,3.1,12.7,9.4,10.5,16.8,16.4,23.2,39.6
2005,18 Örebro län,Svealand,Protected,1.2,1.9,1.2,2.8,2.1,2.8,5.1,2,5.1,3.6,4,6.74,77.9,3.8,6,3.8,8.8,6.6,8.8,16,6.3,16,11.3,12.6,23.9
2005,19 Västmanlands län,Svealand,Protected,1.2,2.5,1.4,1.6,2.4,3.9,1.7,5.5,4.7,4.6,0.6,6.42,72.4,4,8.3,4.7,5.3,8,13,5.7,18.3,15.7,15.3,2,17.3
2005,20 Dalarnas län,Svealand,Protected,3.3,2.8,4.7,1.7,0.9,6.1,5.5,7.6,17,17.3,34.1,4.69,106.5,3.3,2.8,4.6,1.7,0.9,6,5.4,7.5,16.8,17.1,33.7,33.7
2005,21 Gävleborgs län,Södra Norrland,Protected,0,2,3.7,1.9,0.8,1.9,1,4.9,1.7,1.9,1.5,6.01,66,0,9.4,17.4,8.9,3.8,8.9,4.7,23,8,8.9,7,15.9
2005,22 Västernorrlands län,Södra Norrland,Protected,0,0,1,1.3,0,3,4.3,1.2,3.5,2.2,4.1,5.92,91.9,0,0,4.9,6.3,0,14.6,20.9,5.8,17,10.7,19.9,30.6
2005,23 Jämtlands län,Södra Norrland,Protected,0,1,0,0,0,1.3,1.1,3.7,12.6,27.7,90.2,4.23,138.2,0,0.7,0,0,0,0.9,0.8,2.7,9.2,20.1,65.6,65.6
2005,24 Västerbottens län,Norra Norrland,Protected,0,2.2,0.7,3,2.2,6.9,1.5,13.3,26.3,32.4,110.6,3.73,128.2,0,1.1,0.4,1.5,1.1,3.5,0.8,6.7,13.2,16.3,55.5,55.5
2005,25 Norrbottens län,Norra Norrland,Protected,4.1,1.3,0.9,2.1,0,13,40,51.7,56.5,66.9,296.1,2.93,126.7,0.8,0.2,0.2,0.4,0,2.4,7.5,9.7,10.6,12.6,55.6,55.6
2006,01 Stockholms län,Svealand,Protected,0.8,0.6,0.8,0,0,3.7,4,0.6,4.2,3.6,1.4,7.11,85.4,4.1,3.1,4.1,0,0,18.9,20.4,3.1,21.4,18.4,7.1,46.9
2006,03 Uppsala län,Svealand,Protected,0.7,0,0,2.3,0.6,6.8,2.2,1.1,3.8,2.1,2.9,6.66,80.2,3.1,0,0,10.3,2.7,30.4,9.8,4.9,17,9.4,12.9,22.3
2006,04 Södermanlands län,Svealand,Protected,1.8,0,0.5,0.7,1.8,1.7,1.2,2,0.6,1.5,0,7.72,60.2,15.5,0,4.3,6,15.5,14.7,10.3,17.2,5.2,12.9,0,18.1
2006,05 Östergötlands län,Svealand,Protected,0,0,0,0.7,0,1.3,4,0.5,0.6,1.5,0.7,7.96,83.2,0,0,0,7.5,0,14,43,5.4,6.5,16.1,7.5,30.1
2006,06 Jönköpings län,Götaland,Protected,0,0.3,0,1.5,0.7,1.1,1.2,1.5,0,0.8,0,7.15,62.2,0,4.2,0,21.1,9.9,15.5,16.9,21.1,0,11.3,0,11.3
2006,07 Kronobergs län,Götaland,Protected,0.4,0.9,0.7,1.6,1.6,3.3,4.9,1.4,2.5,0.8,0,6.36,62.1,2.2,5,3.9,8.8,8.8,18.2,27.1,7.7,13.8,4.4,0,4.4
2006,08 Kalmar län,Götaland,Protected,0,0.7,0.8,0.8,1.3,2.5,4.1,4.4,4.8,2.2,0,7.22,78.5,0,3.2,3.7,3.7,6,11.5,18.9,20.3,22.1,10.1,0,32.2
2006,09 Gotlands län,Götaland,Protected,0,0,0.4,0.4,0.4,0.6,1.2,0.2,3.5,1.1,6,4.17,113.6,0,0,2.9,2.9,2.9,4.3,8.6,1.4,25,7.9,42.9,42.9
2006,10 Blekinge län,Götaland,Protected,0,0.6,0.6,2.1,0.2,0,6.2,3.8,1,0,0.5,8.34,68.4,0,4,4,13.9,1.3,0,41.1,25.2,6.6,0,3.3,9.9
2006,12 Skåne län,Götaland,Protected,0.5,3,1.1,1.5,0.8,5.6,1.6,1.8,2.6,4,0,8.24,65,2.2,13.4,4.9,6.7,3.6,25,7.1,8,11.6,17.9,0,29.5
2006,13 Hallands län,Götaland,Protected,0.2,1,0.4,0.4,0,0.7,3.1,1.7,1.8,2,0.3,8.3,79.4,1.7,8.5,3.4,3.4,0,6,26.5,14.5,15.4,17.1,2.6,35.1
2006,14 Västra Götalands län,Götaland,Protected,0,2.5,1.5,0.8,0.6,4.7,7.6,8.4,5.9,3.2,1.3,7.66,79,0,6.9,4.1,2.2,1.7,13,21,23.2,16.3,8.8,3.6,28.7
2006,17 Värmlands län,Svealand,Protected,1.8,0.3,0.9,0.7,1.4,6.5,4.3,5.4,8.2,8.1,8.4,6.7,96.3,3.9,0.7,2,1.5,3.1,14.2,9.4,11.8,17.9,17.7,18.3,36
2006,18 Örebro län,Svealand,Protected,0.5,1.9,1.2,2.8,2.8,2.8,5.8,1.4,5,3.5,4.1,6.74,78,1.6,6,3.8,8.8,8.8,8.8,18.2,4.4,15.7,11,12.9,23.9
2006,19 Västmanlands län,Svealand,Protected,0.6,2.5,1.4,1.5,2.5,4.6,1.7,5.6,6,5.2,0.6,6.42,75.9,1.9,7.8,4.4,4.7,7.8,14.3,5.3,17.4,18.7,16.2,1.9,18.1
2006,20 Dalarnas län,Svealand,Protected,3.3,2.8,2.7,1,0.9,6.9,7.3,7,14.5,22,36.5,4.69,109.9,3.1,2.7,2.6,1,0.9,6.6,7,6.7,13.8,21,34.8,34.8
2006,21 Gävleborgs län,Södra Norrland,Protected,0,2,3.6,3.2,1.4,2.5,0.9,4.6,2.5,1.9,3.9,6.01,71.8,0,7.5,13.6,12.1,5.3,9.4,3.4,17.4,9.4,7.2,14.7,21.9
2006,22 Västernorrlands län,Södra Norrland,Protected,0,0,1.1,0,1.2,3,3.3,0,2.2,3.5,5.7,5.92,99.1,0,0,5.5,0,6,14.9,16.4,0,10.9,17.4,28.4,45.8
2006,23 Jämtlands län,Södra Norrland,Protected,0,1.1,0,0,0,1.3,1,3.7,10.3,21.8,85.6,4.23,138.5,0,0.9,0,0,0,1,0.8,3,8.3,17.5,68.6,68.6
2006,24 Västerbottens län,Norra Norrland,Protected,0,3.1,0.7,3,2.3,6.9,1.6,14.9,25.8,30.7,108.6,3.73,127.1,0,1.6,0.4,1.5,1.2,3.5,0.8,7.5,13.1,15.6,55,55
2006,25 Norrbottens län,Norra Norrland,Protected,4.2,1.3,1.7,4.3,0,15.5,36.8,53.5,48.4,64.3,291.6,2.93,126.1,0.8,0.2,0.3,0.8,0,3,7.1,10.3,9.3,12.3,55.9,55.9
2007,01 Stockholms län,Svealand,Protected,0.9,0.6,0.8,0.8,0.8,4,4.7,0,2.9,3.2,1.3,7.11,76.9,4.5,3,4,4,4,20.2,23.7,0,14.6,16.2,6.6,37.4
2007,03 Uppsala län,Svealand,Protected,0.7,0,0,2.3,0.6,5.6,2.1,1.6,3.7,2.1,3.5,6.66,83.5,3.2,0,0,10.4,2.7,25.2,9.5,7.2,16.7,9.5,15.8,25.3
2007,04 Södermanlands län,Svealand,Protected,1.7,0,0.5,0,2.4,1.8,1.7,2.5,0.6,1.5,0,7.72,61.4,13.3,0,3.9,0,18.8,14.1,13.3,19.5,4.7,11.7,0,16.4
2007,05 Östergötlands län,Svealand,Protected,0,0,0,1.4,0.7,0.5,4.8,1.2,1.2,1.4,0,7.96,76.6,0,0,0,12.7,6.4,4.5,43.6,10.9,10.9,12.7,0,23.6
2007,06 Jönköpings län,Götaland,Protected,0,0.1,0.2,0,2.2,1.1,1.2,1.5,0,1.3,0,7.15,68.9,0,1.3,2.6,0,28.9,14.5,15.8,19.7,0,17.1,0,17.1
2007,07 Kronobergs län,Götaland,Protected,0.3,0.8,0.7,1.6,1,2.7,4.9,1.5,2,0.8,0,6.36,62.6,1.8,4.9,4.3,9.8,6.1,16.5,29.9,9.1,12.2,4.9,0,4.9
2007,08 Kalmar län,Götaland,Protected,0,0.7,0.1,1.5,1.2,2.9,5.4,4.2,6.7,1.8,0.6,7.22,81.2,0,2.8,0.4,6,4.8,11.5,21.4,16.7,26.6,7.1,2.4,36.1
2007,09 Gotlands län,Götaland,Protected,0,0,0.4,0.4,0.5,1.3,0.8,0.6,3.5,0.7,6.5,4.17,112.9,0,0,2.7,2.7,3.4,8.8,5.4,4.1,23.8,4.8,44.2,44.2
2007,10 Blekinge län,Götaland,Protected,0,0.6,0.7,0,1.4,0,6.2,2.4,1.1,0,0.5,8.34,71.5,0,4.7,5.5,0,11,0,48.8,18.9,8.7,0,3.9,12.6
2007,12 Skåne län,Götaland,Protected,0.4,3.1,1.5,1.5,0.8,6.4,2.2,2,2.6,4,0,8.24,63.8,1.6,12.7,6.1,6.1,3.3,26.1,9,8.2,10.6,16.3,0,26.9
2007,13 Hallands län,Götaland,Protected,0,0.4,0.4,0.4,0,0.7,3.1,1.2,1.8,2,0,8.3,82.8,0,4,4,4,0,6.9,30.7,11.9,17.8,19.8,0,37.6
2007,14 Västra Götalands län,Götaland,Protected,0.1,2.5,1.5,0.7,1,4.8,8.1,9.1,5.9,4.3,1.4,7.66,79.7,0.3,6.4,3.8,1.8,2.5,12.2,20.6,23.2,15,10.9,3.6,29.5
2007,17 Värmlands län,Svealand,Protected,2.7,0.4,1,0.6,1.4,6.5,5.1,5.8,8.6,5.6,8.4,6.7,91.9,5.9,0.9,2.2,1.3,3.1,14.2,11.1,12.6,18.7,12.2,18.3,30.5
2007,18 Örebro län,Svealand,Protected,0,0.8,1.9,2.3,2.7,2.1,6.6,1.5,5.2,2.6,4.1,6.74,81.5,0,2.7,6.4,7.8,9.1,7.1,22.3,5.1,17.6,8.8,13.9,22.7
2007,19 Västmanlands län,Svealand,Protected,0,2.1,2.3,1.6,2.4,4.6,1.6,5.6,5.8,5.6,0.6,6.42,76.7,0,6.5,7.1,5,7.5,14.3,5,17.4,18,17.4,1.9,19.3
2007,20 Dalarnas län,Svealand,Protected,3.4,2.8,2.9,2,0.9,5.9,7.6,11,18.4,20.9,30.7,4.69,106.2,3.2,2.6,2.7,1.9,0.8,5.5,7.1,10.3,17.3,19.6,28.9,28.9
2007,21 Gävleborgs län,Södra Norrland,Protected,0,2,4.1,2.8,1.5,3.4,0.9,5.4,2.4,2.6,4.6,6.01,74.2,0,6.7,13.8,9.4,5.1,11.4,3,18.2,8.1,8.8,15.5,24.3
2007,22 Västernorrlands län,Södra Norrland,Protected,0,0,1.1,0,1.2,3.1,3.2,0,2.2,4.2,5.7,5.92,100.5,0,0,5.3,0,5.8,15,15.5,0,10.6,20.3,27.5,47.8
2007,23 Jämtlands län,Södra Norrland,Protected,0,0,1,0,0,1.2,1,3,6.8,20.4,79.4,4.23,139.2,0,0,0.9,0,0,1.1,0.9,2.7,6,18.1,70.3,70.3
2007,24 Västerbottens län,Norra Norrland,Protected,0,3,0.7,3,0,13.9,1.2,15.5,30.9,29.6,103.1,3.73,124.3,0,1.5,0.3,1.5,0,6.9,0.6,7.7,15.4,14.7,51.3,51.3
2007,25 Norrbottens län,Norra Norrland,Protected,4.1,2.5,1.7,3.3,2.5,17.6,41.2,55,47.9,62.9,293.7,2.93,124.8,0.8,0.5,0.3,0.6,0.5,3.3,7.7,10.3,9,11.8,55.2,55.2
2008,01 Stockholms län,Svealand,Protected,0,0,0.8,0.8,0.8,3.9,4.3,0,2.9,3.7,1.4,7.11,84.6,0,0,4.3,4.3,4.3,21.1,23.2,0,15.7,20,7.6,43.3
2008,03 Uppsala län,Svealand,Protected,0,0.7,0,2.3,0.6,4.5,1.7,1.6,3.7,2.9,2.7,6.66,85.8,0,3.4,0,11.2,2.9,22,8.3,7.8,18,14.1,13.2,27.3
2008,04 Södermanlands län,Svealand,Protected,1.8,0,0.5,0,2.5,1.8,1.2,2.5,0.6,1.5,0,7.72,62.4,14.9,0,4.1,0,20.7,14.9,9.9,20.7,5,12.4,0,17.4
2008,05 Östergötlands län,Svealand,Protected,0,0,0,1.4,0.7,0.8,4.5,1.5,1.7,0.8,0,7.96,75,0,0,0,12.5,6.2,7.1,40.2,13.4,15.2,7.1,0,22.3
2008,06 Jönköpings län,Götaland,Protected,0,0.1,0.2,0,2.2,0.6,0.7,2.1,0,1.3,0,7.15,72.9,0,1.4,2.8,0,31,8.5,9.9,29.6,0,18.3,0,18.3
2008,07 Kronobergs län,Götaland,Protected,1.2,1.6,0.8,1.5,1.1,0.7,4.9,1.4,2,0.8,0,6.36,58.9,7.6,10.2,5.1,9.6,7,4.5,31.2,8.9,12.7,5.1,0,5.1
2008,08 Kalmar län,Götaland,Protected,0,0,0.8,2.4,1.3,2.2,6.2,5.1,7.3,2.6,0.6,7.22,83.1,0,0,2.8,8.5,4.6,7.8,21.9,18,25.8,9.2,2.1,37.1
2008,09 Gotlands län,Götaland,Protected,0,0,0.4,0.5,0.5,1.3,0.8,0.6,3.6,2.8,9.6,4.17,121.2,0,0,2,2.5,2.5,6.5,4,3,18.1,14.1,48.2,48.2
2008,10 Blekinge län,Götaland,Protected,0.4,0.6,0.6,0,1.4,0,6.1,2,1,0,0.5,8.34,67.2,3.1,4.7,4.7,0,11,0,48,15.7,7.9,0,3.9,11.8
2008,12 Skåne län,Götaland,Protected,0.4,1.6,3,1.6,1.3,5.6,1.4,2,2.6,4,0,8.24,64.2,1.7,6.8,12.8,6.8,5.6,23.9,6,8.5,11.1,17.1,0,28.2
2008,13 Hallands län,Götaland,Protected,0,0.3,0.5,0,0.5,0.8,2.3,1.2,1.8,2,0,8.3,85.3,0,3.2,5.4,0,5.4,8.6,24.7,12.9,19.4,21.5,0,40.9
2008,14 Västra Götalands län,Götaland,Protected,0.1,1.9,2,1.6,1.1,4.7,7.5,8.4,5.9,4.3,1.4,7.66,78.7,0.3,4.9,5.2,4.1,2.8,12.1,19.3,21.6,15.2,11.1,3.6,29.9
2008,17 Värmlands län,Svealand,Protected,2.7,0.3,0.9,0.6,1.3,7.4,3.3,6.7,7.3,4.5,8.3,6.7,90.1,6.2,0.7,2.1,1.4,3,17.1,7.6,15.4,16.8,10.4,19.1,29.5
2008,18 Örebro län,Svealand,Protected,0,0.4,2.2,3,4.1,2.1,6.6,3.3,6.6,3.2,4,6.74,80.3,0,1.1,6.2,8.4,11.5,5.9,18.5,9.3,18.5,9,11.2,20.2
2008,19 Västmanlands län,Svealand,Protected,0,1.4,2.4,1,1.9,4,1.9,5,4.2,5.6,0.6,6.42,78.8,0,5,8.6,3.6,6.8,14.3,6.8,17.9,15.1,20.1,2.2,22.3
2008,20 Dalarnas län,Svealand,Protected,2.6,1.9,2.9,2.5,1.5,5.6,6.9,9,15.9,20.4,31.1,4.69,107.9,2.6,1.9,2.9,2.5,1.5,5.6,6.9,9,15.9,20.4,31,31
2008,21 Gävleborgs län,Södra Norrland,Protected,0,1.7,3.6,3.5,1.6,3.3,1.7,7,2.4,3.5,4.6,6.01,76.4,0,5.1,10.9,10.6,4.8,10,5.1,21.1,7.3,10.6,13.9,24.5
2008,22 Västernorrlands län,Södra Norrland,Protected,0,0,1.1,0,1.2,3,2.3,0,3.5,6.9,11.1,5.92,114.4,0,0,3.8,0,4.1,10.3,7.9,0,12.1,23.8,38.3,62.1
2008,23 Jämtlands län,Södra Norrland,Protected,0,0,1,0,0,1.3,2.1,3,5.9,16.5,90.9,4.23,140.2,0,0,0.8,0,0,1.1,1.7,2.5,4.9,13.7,75.3,75.3
2008,24 Västerbottens län,Norra Norrland,Protected,0.5,3.1,0,2.4,0,11.6,2.9,11.6,26.9,28.2,94,3.73,124.9,0.3,1.7,0,1.3,0,6.4,1.6,6.4,14.9,15.6,51.9,51.9
2008,25 Norrbottens län,Norra Norrland,Protected,6.1,2.5,2.1,3.4,2.5,17.2,41.4,51.6,68.4,72.5,327.8,2.93,125.5,1,0.4,0.4,0.6,0.4,2.9,6.9,8.7,11.5,12.2,55,55
2009,01 Stockholms län,Svealand,Protected,0,0,0.8,0.7,0.7,2.7,3,0.7,1.5,4.2,0.8,7.11,85.1,0,0,5.3,4.6,4.6,17.8,19.7,4.6,9.9,27.6,5.3,42.8
2009,03 Uppsala län,Svealand,Protected,0,0.7,0,1.4,1.4,3.4,2.2,1.5,3.5,2.5,2.1,6.66,83.6,0,3.7,0,7.4,7.4,18.1,11.7,8,18.6,13.3,11.2,24.5
2009,04 Södermanlands län,Svealand,Protected,1.8,0,0.5,0,2.5,2.3,1.2,3.7,0.6,1.5,0,7.72,63.4,12.9,0,3.6,0,17.9,16.4,8.6,26.4,4.3,10.7,0,15
