,Year,County,Region,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Areal (1000 ha) Alla åldersklasser,average age,% old forest 100 120 140,Forest 80-120y.o.,% Forest 80-120y.o.,% Forest 141+ years old,Yearly growth m3 by hectare
0,1985,Stockholm,Svealand,18.6,27.6,23.0,19.8,15.8,45.7,40.4,52.4,24.1,10.5,6.2,284.1,58.1,14.4,76.5,26.9,2.2,7.11
1,1985,Uppsala,Svealand,27.4,44.0,43.5,43.5,29.5,65.4,94.2,72.4,29.7,7.8,1.9,459.3,52.5,2.1,102.1,22.2,0.4,6.66
2,1985,Södermanland,Svealand,17.7,32.5,44.0,35.0,29.4,68.3,55.8,39.8,11.6,1.3,2.2,337.6,45.9,4.5,51.4,15.2,0.7,7.72
3,1985,Östergötland,Götaland,29.8,66.2,76.1,71.7,46.2,91.7,109.8,74.4,29.4,7.2,6.2,608.7,48.0,7.0,103.8,17.1,1.0,7.96
4,1985,Jönköping,Götaland,27.8,58.2,80.5,61.9,41.0,134.7,147.1,105.0,35.3,14.0,5.2,710.7,53.0,7.7,140.3,19.7,0.7,7.15
5,1985,Kronoberg,Götaland,22.4,63.0,71.5,61.4,43.1,146.0,131.7,83.5,19.4,3.5,1.5,647.0,48.6,0.8,102.9,15.9,0.2,6.36
6,1985,Kalmar,Götaland,36.4,60.8,71.8,61.3,37.0,151.6,129.6,96.8,42.4,10.9,2.5,701.1,51.8,8.0,139.2,19.9,0.4,7.22
7,1985,Gotland,Götaland,7.4,8.8,8.7,5.8,5.5,15.5,12.5,22.8,21.7,10.3,4.9,123.9,71.3,12.3,44.5,35.9,4.0,4.17
8,1985,Blekinge,Götaland,6.3,15.4,23.5,19.5,12.3,55.6,29.8,14.2,2.8,0.3,,179.7,43.7,1.7,17.0,9.5,0.0,8.34
9,1985,Skåne,Götaland,17.7,27.0,44.3,45.5,32.9,92.5,59.0,30.3,9.4,1.6,0.4,360.6,44.2,3.2,39.7,11.0,0.1,8.24
10,1985,Halland,Götaland,5.4,20.6,26.8,26.4,26.4,82.1,53.5,20.0,3.8,0.6,0.0,265.6,46.2,1.7,23.8,9.0,0.0,8.3
11,1985,Västra Götaland,Götaland,49.1,114.5,161.6,130.3,83.7,198.0,251.6,180.2,62.7,19.2,4.5,1255.4,50.5,6.9,242.9,19.3,0.4,7.66
12,1985,Värmland,Svealand,61.5,166.0,191.7,162.1,101.9,130.4,149.6,161.6,112.5,53.5,28.9,1319.7,51.1,6.2,274.1,20.8,2.2,6.7
13,1985,Orebro,Svealand,24.5,72.1,86.9,49.4,33.7,78.4,78.2,76.6,49.3,8.9,0.8,558.8,48.9,1.7,125.9,22.5,0.1,6.74
14,1985,Västmanland,Svealand,14.2,31.0,36.0,26.8,18.3,44.3,44.9,46.3,16.8,4.8,1.2,284.6,50.2,2.1,63.1,22.2,0.4,6.42
15,1985,Dalarna,Svealand,120.7,258.0,168.3,121.7,84.8,110.3,216.5,263.8,257.0,178.4,124.8,1904.3,66.7,6.6,520.8,27.3,6.6,4.69
16,1985,Gävleborg,Södra Norrland,67.7,161.2,144.9,133.6,108.2,153.7,212.6,230.7,167.6,64.7,21.3,1466.2,57.7,5.9,398.3,27.2,1.5,6.01
17,1985,Västernorrland,Södra Norrland,83.3,186.9,154.5,119.7,76.2,140.2,195.1,269.0,228.2,118.8,59.8,1631.7,64.4,10.9,497.2,30.5,3.7,5.92
18,1985,Jämtland,Södra Norrland,160.6,263.9,186.3,134.8,68.1,118.1,204.6,377.4,453.1,334.9,290.2,2592.0,79.6,11.2,830.5,32.0,11.2,4.23
19,1985,Västerbotten,Norra Norrland,165.6,343.4,220.8,240.4,202.0,322.5,313.4,307.8,400.6,352.7,232.6,3101.8,68.7,7.5,708.4,22.8,7.5,3.73
20,1985,Norrbotten,Norra Norrland,170.4,385.9,324.0,240.8,197.1,381.6,340.6,331.5,446.2,339.2,234.1,3391.4,66.5,6.9,777.7,22.9,6.9,2.93
21,1986,Stockholm,Svealand,16.0,27.6,27.1,18.6,16.8,38.8,40.9,54.9,23.0,9.7,4.5,277.9,57.5,13.4,77.9,28.0,1.6,7.11
22,1986,Uppsala,Svealand,24.3,46.0,41.0,44.0,29.4,67.5,95.4,67.6,26.5,8.5,2.3,452.5,52.3,2.4,94.1,20.8,0.5,6.66
23,1986,Södermanland,Svealand,15.8,31.4,42.8,35.7,27.9,67.0,57.6,40.6,9.4,1.4,1.8,331.4,46.1,3.8,50.0,15.1,0.5,7.72
24,1986,Östergötland,Götaland,29.7,64.0,78.1,72.0,46.0,86.8,107.2,66.8,33.2,6.2,5.7,595.7,47.5,7.6,100.0,16.8,1.0,7.96
25,1986,Jönköping,Götaland,29.5,62.7,83.1,62.1,42.8,122.7,153.4,100.6,33.5,13.1,4.3,707.8,52.0,7.2,134.1,18.9,0.6,7.15
26,1986,Kronoberg,Götaland,22.0,57.9,75.8,59.2,43.9,141.5,128.9,82.1,19.2,4.3,1.9,636.7,48.7,1.0,101.3,15.9,0.3,6.36
27,1986,Kalmar,Götaland,34.0,63.7,73.7,57.4,38.6,154.6,130.3,99.3,36.8,10.5,2.2,701.1,51.3,7.1,136.1,19.4,0.3,7.22
28,1986,Gotland,Götaland,7.1,9.3,8.7,6.3,5.8,16.9,13.7,22.7,23.2,9.5,4.6,127.8,70.7,11.0,45.9,35.9,3.6,4.17
29,1986,Blekinge,Götaland,5.2,16.2,22.1,18.8,12.7,52.9,31.0,14.4,3.2,0.3,,176.8,44.4,2.0,17.6,10.0,0.0,8.34
30,1986,Skåne,Götaland,17.3,28.6,42.1,44.4,33.1,88.5,56.5,30.7,11.3,2.4,0.9,355.8,44.9,4.1,42.0,11.8,0.3,8.24
31,1986,Halland,Götaland,6.4,20.8,27.6,26.3,26.3,79.3,53.6,20.7,4.6,0.7,0.0,266.3,46.2,2.0,25.3,9.5,0.0,8.3
32,1986,Västra Götaland,Götaland,47.6,114.7,169.8,135.9,83.3,197.0,246.4,172.0,60.9,17.6,4.4,1249.6,49.7,6.6,232.9,18.6,0.4,7.66
33,1986,Värmland,Svealand,55.6,171.2,194.2,176.4,107.9,133.3,163.2,154.6,102.4,51.1,26.3,1336.2,49.9,5.8,257.0,19.2,2.0,6.7
34,1986,Orebro,Svealand,23.2,73.8,88.2,51.2,34.2,77.3,79.0,74.6,40.7,7.4,1.2,550.8,47.5,1.6,115.3,20.9,0.2,6.74
35,1986,Västmanland,Svealand,12.9,31.4,35.3,27.8,16.2,43.5,44.3,46.3,17.1,5.3,1.2,281.3,50.7,2.3,63.4,22.5,0.4,6.42
36,1986,Dalarna,Svealand,129.9,251.0,177.6,125.4,93.8,109.6,204.3,255.2,256.8,177.2,109.5,1890.3,65.2,5.8,512.0,27.1,5.8,4.69
37,1986,Gävleborg,Södra Norrland,71.4,155.1,154.7,136.3,109.5,151.8,193.9,225.9,166.4,69.5,24.5,1459.0,57.6,6.4,392.3,26.9,1.7,6.01
38,1986,Västernorrland,Södra Norrland,80.7,198.4,158.2,125.7,91.6,143.6,189.7,257.8,227.9,111.3,52.0,1636.9,62.6,10.0,485.7,29.7,3.2,5.92
39,1986,Jämtland,Södra Norrland,153.4,291.2,184.2,151.9,76.9,113.2,206.3,365.0,450.9,334.4,272.8,2600.2,78.0,10.5,815.9,31.4,10.5,4.23
40,1986,Västerbotten,Norra Norrland,171.3,342.5,246.2,242.3,208.9,338.8,304.6,320.3,407.8,341.8,203.0,3127.5,67.1,6.5,728.1,23.3,6.5,3.73
41,1986,Norrbotten,Norra Norrland,169.7,409.5,327.4,256.8,224.1,374.5,336.1,348.8,421.5,313.5,216.5,3398.4,64.4,6.4,770.3,22.7,6.4,2.93
42,1987,Stockholm,Svealand,16.6,28.4,29.6,16.4,17.9,36.3,40.9,54.3,23.0,10.0,3.6,277.0,56.8,13.2,77.3,27.9,1.3,7.11
43,1987,Uppsala,Svealand,23.3,47.8,41.1,45.1,34.7,69.0,93.7,67.8,30.5,8.9,3.1,465.0,52.7,2.6,98.3,21.1,0.7,6.66
44,1987,Södermanland,Svealand,11.9,31.8,41.6,31.1,28.8,64.4,52.9,34.9,11.6,1.9,1.8,312.7,46.4,4.9,46.5,14.9,0.6,7.72
45,1987,Östergötland,Götaland,29.2,68.4,73.6,79.9,50.5,87.4,102.5,62.3,36.0,6.9,6.1,602.8,47.1,8.1,98.3,16.3,1.0,7.96
46,1987,Jönköping,Götaland,28.7,64.3,79.9,60.4,47.8,117.1,159.8,101.0,34.1,13.8,5.0,711.9,52.5,7.4,135.1,19.0,0.7,7.15
47,1987,Kronoberg,Götaland,22.6,57.1,74.9,61.7,43.3,135.7,129.7,78.6,20.5,4.9,1.6,630.6,48.6,1.0,99.1,15.7,0.3,6.36
48,1987,Kalmar,Götaland,32.2,68.5,70.6,56.5,44.5,150.6,130.1,98.6,41.0,9.8,3.8,706.2,51.7,7.7,139.6,19.8,0.5,7.22
49,1987,Gotland,Götaland,7.4,8.5,8.2,6.1,5.8,16.9,11.6,20.8,20.6,9.3,4.2,119.4,69.6,11.3,41.4,34.7,3.5,4.17
50,1987,Blekinge,Götaland,4.9,17.9,23.2,20.2,13.0,50.0,33.2,14.6,3.6,0.3,,180.9,44.2,2.2,18.2,10.1,0.0,8.34
51,1987,Skåne,Götaland,17.7,27.6,43.1,46.9,34.0,85.8,57.2,29.3,11.6,1.9,0.9,356.0,44.4,4.0,40.9,11.5,0.3,8.24
52,1987,Halland,Götaland,6.4,21.3,29.0,29.3,26.4,80.3,53.0,21.9,4.7,1.0,0.1,273.4,46.0,2.1,26.6,9.7,0.0,8.3
53,1987,Västra Götaland,Götaland,48.1,110.9,171.3,140.4,83.3,195.4,244.4,171.1,59.7,19.5,4.0,1248.1,49.6,6.7,230.8,18.5,0.3,7.66
54,1987,Värmland,Svealand,49.7,166.4,207.3,171.9,113.0,133.0,156.7,168.5,95.0,50.0,25.7,1337.2,49.8,5.7,263.5,19.7,1.9,6.7
55,1987,Orebro,Svealand,22.1,74.0,87.6,57.6,38.3,72.0,81.8,73.7,43.0,7.8,2.2,560.1,47.8,1.8,116.7,20.8,0.4,6.74
56,1987,Västmanland,Svealand,13.7,33.5,36.4,22.9,18.1,40.0,45.7,47.8,18.6,2.7,0.8,280.2,50.2,1.2,66.4,23.7,0.3,6.42
57,1987,Dalarna,Svealand,122.7,251.1,190.8,133.2,92.2,115.6,183.1,245.1,264.3,186.2,110.9,1895.2,65.3,5.9,509.4,26.9,5.9,4.69
58,1987,Gävleborg,Södra Norrland,77.5,153.1,159.2,130.9,112.6,146.7,186.8,217.5,157.6,67.3,23.2,1432.4,56.6,6.3,375.1,26.2,1.6,6.01
59,1987,Västernorrland,Södra Norrland,85.4,209.2,147.4,135.1,91.9,136.1,193.0,255.1,227.4,105.1,49.6,1635.3,61.7,9.5,482.5,29.5,3.0,5.92
60,1987,Jämtland,Södra Norrland,162.9,280.4,203.3,161.6,89.9,109.1,206.1,349.4,427.1,337.5,281.0,2608.3,77.1,10.8,776.5,29.8,10.8,4.23
61,1987,Västerbotten,Norra Norrland,158.5,355.5,269.0,220.2,222.4,333.2,323.3,330.2,405.7,342.1,197.2,3157.3,66.8,6.2,735.9,23.3,6.2,3.73
62,1987,Norrbotten,Norra Norrland,162.8,410.0,306.2,296.9,252.2,367.1,338.0,328.4,409.3,289.6,220.3,3380.8,63.5,6.5,737.7,21.8,6.5,2.93
63,1988,Stockholm,Svealand,14.1,26.9,33.5,15.5,18.7,37.5,44.3,52.3,22.9,10.5,3.0,279.2,56.8,13.0,75.2,26.9,1.1,7.11
64,1988,Uppsala,Svealand,21.3,44.6,38.4,38.0,36.2,67.4,95.3,67.4,30.4,6.9,2.8,448.7,53.5,2.2,97.8,21.8,0.6,6.66
65,1988,Södermanland,Svealand,11.0,28.8,41.1,34.2,28.9,65.7,56.8,37.3,11.0,1.7,1.5,318.0,47.1,4.5,48.3,15.2,0.5,7.72
66,1988,Östergötland,Götaland,28.1,66.3,67.7,82.1,55.4,89.4,102.6,67.0,35.9,8.4,5.7,608.6,47.9,8.2,102.9,16.9,0.9,7.96
67,1988,Jönköping,Götaland,23.5,70.8,82.0,59.9,49.8,111.5,164.1,95.3,32.8,15.0,5.0,709.7,52.1,7.4,128.1,18.0,0.7,7.15
68,1988,Kronoberg,Götaland,18.6,54.2,78.0,62.0,42.6,134.4,131.1,80.3,19.9,6.0,2.6,629.7,49.4,1.4,100.2,15.9,0.4,6.36
69,1988,Kalmar,Götaland,33.4,70.8,73.6,55.9,44.3,143.0,125.8,93.6,37.1,9.4,3.8,690.7,50.6,7.3,130.7,18.9,0.6,7.22
70,1988,Gotland,Götaland,7.8,9.4,8.6,5.6,5.7,16.2,12.9,21.1,20.5,8.6,4.2,120.6,68.7,10.6,41.6,34.5,3.5,4.17
71,1988,Blekinge,Götaland,4.4,17.7,23.1,20.2,14.2,50.2,33.2,15.0,3.5,0.3,,181.8,44.4,2.1,18.5,10.2,0.0,8.34
72,1988,Skåne,Götaland,17.4,28.2,43.5,51.8,38.2,83.9,59.0,29.9,10.4,2.3,1.1,365.7,44.1,3.8,40.3,11.0,0.3,8.24
73,1988,Halland,Götaland,6.5,20.9,31.6,30.8,27.5,78.1,54.3,23.4,4.5,1.1,0.1,278.8,45.9,2.0,27.9,10.0,0.0,8.3
74,1988,Västra Götaland,Götaland,46.7,105.9,178.3,140.3,88.7,198.7,242.9,166.3,58.6,21.3,3.8,1251.5,49.4,6.7,224.9,18.0,0.3,7.66
75,1988,Värmland,Svealand,47.5,160.5,207.7,178.5,114.2,133.2,158.9,161.1,90.5,51.7,28.0,1331.8,49.8,6.0,251.6,18.9,2.1,6.7
76,1988,Orebro,Svealand,21.1,74.7,92.2,60.5,41.0,72.3,79.7,77.6,38.5,10.6,3.4,571.6,47.7,2.4,116.1,20.3,0.6,6.74
77,1988,Västmanland,Svealand,15.0,36.6,34.7,24.4,20.7,39.9,45.2,46.2,19.3,1.9,1.1,285.0,49.2,1.1,65.5,23.0,0.4,6.42
78,1988,Dalarna,Svealand,112.5,262.0,198.2,146.9,96.8,111.6,184.2,239.3,249.6,182.5,98.4,1882.0,63.6,5.2,488.9,26.0,5.2,4.69
79,1988,Gävleborg,Södra Norrland,76.7,155.2,159.1,133.5,123.2,150.7,184.4,213.5,137.5,62.6,22.1,1418.5,55.0,6.0,351.0,24.7,1.6,6.01
80,1988,Västernorrland,Södra Norrland,91.9,206.2,150.4,137.8,93.5,142.6,200.7,235.5,215.1,105.8,48.5,1628.0,60.6,9.5,450.6,27.7,3.0,5.92
81,1988,Jämtland,Södra Norrland,161.4,275.1,204.4,167.7,97.5,117.4,202.5,347.1,414.9,360.0,255.1,2603.1,76.4,9.8,762.0,29.3,9.8,4.23
82,1988,Västerbotten,Norra Norrland,137.2,379.5,280.8,200.8,250.6,335.3,334.6,324.8,376.5,341.5,199.0,3160.6,66.1,6.3,701.3,22.2,6.3,3.73
83,1988,Norrbotten,Norra Norrland,142.3,406.6,305.4,307.3,277.7,368.7,350.0,324.2,405.1,272.3,214.0,3373.6,63.0,6.3,729.3,21.6,6.3,2.93
84,1989,Stockholm,Svealand,12.3,27.7,33.6,18.0,16.4,39.9,41.8,47.9,21.9,8.8,1.9,270.2,55.1,12.1,69.8,25.8,0.7,7.11
85,1989,Uppsala,Svealand,19.1,48.3,42.6,39.2,40.9,70.5,101.2,70.2,29.6,7.4,3.6,472.6,53.3,2.3,99.8,21.1,0.8,6.66
86,1989,Södermanland,Svealand,10.6,24.8,38.6,33.4,29.4,65.4,62.9,35.9,9.2,1.5,1.9,313.6,48.0,4.0,45.1,14.4,0.6,7.72
87,1989,Östergötland,Götaland,24.6,68.4,77.6,84.8,53.2,83.9,106.4,63.7,35.5,9.2,5.6,612.9,47.4,8.2,99.2,16.2,0.9,7.96
88,1989,Jönköping,Götaland,23.8,73.5,78.9,67.5,49.2,108.2,159.3,92.5,35.4,15.0,4.1,707.4,51.7,7.7,127.9,18.1,0.6,7.15
89,1989,Kronoberg,Götaland,17.9,53.0,73.9,67.2,44.8,133.9,133.4,80.5,21.8,4.3,2.2,632.9,49.5,1.0,102.3,16.2,0.3,6.36
90,1989,Kalmar,Götaland,34.7,73.1,74.0,59.5,51.3,140.5,129.6,92.4,40.2,8.6,3.4,707.3,50.2,7.4,132.6,18.7,0.5,7.22
91,1989,Gotland,Götaland,7.0,9.8,9.2,6.1,4.9,16.0,13.2,21.4,18.9,8.7,3.6,118.8,67.7,10.4,40.3,33.9,3.0,4.17
92,1989,Blekinge,Götaland,4.3,18.2,21.1,20.4,16.5,49.7,36.2,15.5,3.6,0.1,,185.6,44.9,2.0,19.1,10.3,0.0,8.34
93,1989,Skåne,Götaland,15.7,28.3,44.3,50.5,41.3,82.7,59.3,30.9,9.7,2.9,1.1,366.7,44.4,3.7,40.6,11.1,0.3,8.24
94,1989,Halland,Götaland,6.8,19.8,32.8,29.6,25.7,79.4,55.6,23.6,4.3,1.3,0.1,279.0,46.2,2.0,27.9,10.0,0.0,8.3
95,1989,Västra Götaland,Götaland,48.7,104.5,173.3,142.8,92.7,193.0,236.4,160.3,62.6,18.5,3.6,1236.4,49.2,6.9,222.9,18.0,0.3,7.66
96,1989,Värmland,Svealand,45.6,151.7,207.6,189.6,119.2,135.4,158.9,159.6,83.8,48.8,29.1,1329.3,49.4,5.9,243.4,18.3,2.2,6.7
97,1989,Orebro,Svealand,20.6,73.7,86.2,66.6,42.0,66.3,78.9,78.6,38.7,11.1,4.4,567.1,48.2,2.7,117.3,20.7,0.8,6.74
98,1989,Västmanland,Svealand,14.0,35.8,33.1,26.5,21.6,38.3,45.6,42.5,19.9,2.6,0.7,280.6,49.1,1.2,62.4,22.2,0.2,6.42
99,1989,Dalarna,Svealand,98.0,273.8,209.9,161.8,101.6,123.9,167.8,235.0,237.3,180.4,90.6,1880.1,62.0,4.8,472.3,25.1,4.8,4.69
100,1989,Gävleborg,Södra Norrland,76.1,150.7,159.5,131.1,127.1,151.4,181.7,215.4,147.0,60.1,25.2,1425.3,55.7,6.0,362.4,25.4,1.8,6.01
101,1989,Västernorrland,Södra Norrland,91.9,196.9,160.7,135.2,99.8,134.4,209.4,239.9,204.9,103.4,43.7,1620.2,60.1,9.1,444.8,27.5,2.7,5.92
102,1989,Jämtland,Södra Norrland,161.5,284.9,218.8,174.8,106.3,122.4,209.9,325.0,405.0,356.7,244.4,2609.7,74.7,9.4,730.0,28.0,9.4,4.23
103,1989,Västerbotten,Norra Norrland,135.1,359.5,292.8,184.4,263.8,316.4,334.3,323.1,380.1,315.2,175.0,3079.7,65.3,5.7,703.2,22.8,5.7,3.73
104,1989,Norrbotten,Norra Norrland,130.5,425.0,303.9,299.1,292.8,372.3,354.4,298.5,383.2,249.6,194.0,3303.3,61.3,5.9,681.7,20.6,5.9,2.93
105,1990,Stockholm,Svealand,10.7,27.2,38.7,16.8,19.5,42.3,46.8,45.9,25.1,9.9,2.7,285.6,55.9,13.2,71.0,24.9,0.9,7.11
106,1990,Uppsala,Svealand,20.0,49.0,44.9,39.1,40.7,71.7,99.9,69.0,30.4,7.5,4.3,476.5,53.1,2.5,99.4,20.9,0.9,6.66
107,1990,Södermanland,Svealand,9.3,27.7,38.0,32.9,32.6,62.5,61.1,32.7,11.1,3.0,1.9,312.8,47.9,5.1,43.8,14.0,0.6,7.72
108,1990,Östergötland,Götaland,23.8,67.6,78.7,84.4,53.4,82.5,100.2,65.0,35.8,10.9,5.7,608.0,47.6,8.6,100.8,16.6,0.9,7.96
109,1990,Jönköping,Götaland,25.0,73.6,78.6,69.5,51.1,103.2,161.4,98.2,34.5,14.4,4.0,713.5,51.7,7.4,132.7,18.6,0.6,7.15
110,1990,Kronoberg,Götaland,20.5,46.7,73.9,65.7,40.9,125.8,140.3,80.1,23.8,4.8,1.8,624.3,50.3,1.1,103.9,16.6,0.3,6.36
111,1990,Kalmar,Götaland,32.0,74.5,81.7,58.8,51.4,135.1,134.2,90.1,41.7,9.7,3.7,712.9,50.2,7.7,131.8,18.5,0.5,7.22
112,1990,Gotland,Götaland,6.8,8.4,9.9,6.0,4.9,15.2,14.5,20.5,17.2,10.7,4.2,118.3,69.1,12.6,37.7,31.9,3.6,4.17
113,1990,Blekinge,Götaland,5.1,16.5,21.3,21.9,16.7,47.6,39.0,14.2,4.6,0.6,,187.5,45.5,2.8,18.8,10.0,0.0,8.34
114,1990,Skåne,Götaland,14.8,27.1,41.6,52.6,42.3,80.8,59.3,30.9,10.2,3.5,0.9,364.0,44.8,4.0,41.1,11.3,0.2,8.24
115,1990,Halland,Götaland,6.9,19.9,32.6,29.7,26.5,75.6,53.7,25.1,6.0,1.3,0.1,277.4,46.6,2.7,31.1,11.2,0.0,8.3
116,1990,Västra Götaland,Götaland,46.6,109.7,167.1,135.7,95.4,190.5,244.7,156.2,66.9,19.9,4.6,1237.3,49.8,7.4,223.1,18.0,0.4,7.66
117,1990,Värmland,Svealand,47.4,140.4,210.7,173.8,132.7,130.6,152.1,150.3,77.0,50.8,25.0,1290.8,48.9,5.9,227.3,17.6,1.9,6.7
118,1990,Orebro,Svealand,24.2,71.4,80.7,69.8,45.9,63.8,84.2,74.4,35.5,12.7,4.1,566.7,47.8,3.0,109.9,19.4,0.7,6.74
119,1990,Västmanland,Svealand,13.4,29.4,32.2,31.1,20.8,37.3,49.9,46.0,19.5,4.6,0.3,284.5,51.1,1.7,65.5,23.0,0.1,6.42
120,1990,Dalarna,Svealand,86.6,262.8,222.3,163.5,109.6,120.1,175.7,234.3,217.6,176.5,87.9,1856.9,61.4,4.7,451.9,24.3,4.7,4.69
121,1990,Gävleborg,Södra Norrland,74.1,150.8,158.9,142.3,125.7,157.2,183.4,208.9,144.1,63.4,28.7,1437.5,55.7,6.4,353.0,24.6,2.0,6.01
122,1990,Västernorrland,Södra Norrland,95.2,183.2,183.6,141.5,104.5,130.0,196.2,244.6,203.1,109.1,37.5,1628.5,59.4,9.0,447.7,27.5,2.3,5.92
123,1990,Jämtland,Södra Norrland,145.7,295.2,231.8,181.5,118.2,125.6,212.9,306.5,396.0,347.8,227.7,2588.9,73.3,8.8,702.5,27.1,8.8,4.23
124,1990,Västerbotten,Norra Norrland,126.7,379.1,298.5,198.0,267.6,330.5,345.6,313.8,361.5,283.8,159.1,3064.2,63.2,5.2,675.3,22.0,5.2,3.73
125,1990,Norrbotten,Norra Norrland,126.1,401.0,332.4,328.6,291.7,372.4,364.1,303.5,362.6,256.6,218.2,3357.2,61.6,6.5,666.1,19.8,6.5,2.93
126,1991,Stockholm,Svealand,11.0,27.4,34.4,18.8,18.8,44.0,43.9,44.4,25.5,10.0,2.7,280.9,56.0,13.6,69.9,24.9,1.0,7.11
127,1991,Uppsala,Svealand,20.0,49.4,44.2,43.8,44.3,66.1,98.6,67.1,30.2,8.7,4.4,476.8,52.7,2.7,97.3,20.4,0.9,6.66
128,1991,Södermanland,Svealand,10.7,26.8,35.8,32.5,34.9,58.5,62.4,32.1,12.2,3.5,2.4,311.8,48.6,5.8,44.3,14.2,0.8,7.72
129,1991,Östergötland,Götaland,22.5,71.6,81.0,80.2,56.7,83.9,101.4,65.0,35.0,11.4,3.9,612.6,47.1,8.2,100.0,16.3,0.6,7.96
130,1991,Jönköping,Götaland,24.0,66.7,82.7,79.2,52.3,105.7,158.2,95.0,36.4,14.0,3.7,717.9,51.4,7.5,131.4,18.3,0.5,7.15
131,1991,Kronoberg,Götaland,21.9,50.2,71.9,70.4,41.7,131.7,140.8,79.0,25.9,4.9,1.4,639.8,50.0,1.0,104.9,16.4,0.2,6.36
132,1991,Kalmar,Götaland,31.5,73.0,79.6,62.9,49.2,127.7,136.1,89.8,44.7,11.5,3.6,709.6,50.9,8.4,134.5,19.0,0.5,7.22
133,1991,Gotland,Götaland,5.7,9.9,10.0,6.4,5.5,13.8,13.7,18.5,15.2,11.9,4.2,114.8,68.3,14.0,33.7,29.4,3.7,4.17
134,1991,Blekinge,Götaland,6.1,14.5,24.1,23.8,17.7,46.7,37.1,13.8,4.4,0.6,,188.8,44.6,2.6,18.2,9.6,0.0,8.34
135,1991,Skåne,Götaland,13.7,27.9,38.9,57.0,44.7,81.4,57.5,30.0,10.1,2.9,0.3,364.4,44.2,3.6,40.1,11.0,0.1,8.24
136,1991,Halland,Götaland,6.4,20.3,33.6,31.3,27.9,73.5,59.9,24.9,6.8,1.3,0.1,286.0,47.0,2.9,31.7,11.1,0.0,8.3
137,1991,Västra Götaland,Götaland,46.9,103.8,163.9,134.7,103.6,183.2,248.8,155.8,67.0,22.1,7.4,1237.2,50.4,7.8,222.8,18.0,0.6,7.66
138,1991,Värmland,Svealand,43.9,134.7,203.7,163.2,139.6,131.7,142.6,145.6,78.7,48.2,28.7,1260.6,49.4,6.1,224.3,17.8,2.3,6.7
139,1991,Orebro,Svealand,25.3,74.1,78.6,75.3,45.4,65.4,81.7,72.9,36.3,15.0,4.8,574.8,47.8,3.4,109.2,19.0,0.8,6.74
140,1991,Västmanland,Svealand,15.2,28.3,33.9,30.2,20.8,37.1,50.0,51.3,18.1,4.6,0.3,289.8,51.2,1.7,69.4,23.9,0.1,6.42
141,1991,Dalarna,Svealand,83.8,261.1,239.3,158.0,116.4,122.5,173.7,239.0,224.3,182.1,91.7,1891.9,61.8,4.8,463.3,24.5,4.8,4.69
142,1991,Gävleborg,Södra Norrland,66.7,145.8,161.6,155.4,134.4,155.6,197.5,212.6,136.8,49.2,28.7,1444.3,54.9,5.4,349.4,24.2,2.0,6.01
143,1991,Västernorrland,Södra Norrland,93.4,194.9,201.6,148.2,99.5,127.1,189.6,251.3,202.7,111.2,42.5,1662.0,59.0,9.2,454.0,27.3,2.6,5.92
144,1991,Jämtland,Södra Norrland,142.2,297.9,240.8,179.6,133.7,117.3,205.6,299.0,391.4,333.0,221.0,2561.5,72.3,8.6,690.4,27.0,8.6,4.23
