,Year,County,Region,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Areal (1000 ha) Alla åldersklasser,average age,% old forest 100 120 140,Forest 80-120y.o.,% Forest 80-120y.o.,% Forest 141+ years old,Yearly growth m3 by hectare
587,2012,Norrbotten,Norra Norrland,78.9,212.4,238.3,286.4,358.3,633.3,464.1,310.7,193.4,227.7,333.2,3336.7,66.4,10.0,504.1,15.1,10.0,2.93
588,2013,Stockholm,Svealand,22.0,17.1,24.3,23.6,43.1,51.8,34.9,32.7,24.5,8.8,15.5,298.3,56.9,16.4,57.2,19.2,5.2,7.11
589,2013,Uppsala,Svealand,29.5,35.5,51.4,45.5,50.0,94.8,55.5,56.4,33.1,15.5,11.9,479.1,52.8,5.7,89.5,18.7,2.5,6.66
590,2013,Södermanland,Svealand,9.8,28.1,29.6,37.9,41.0,77.6,59.8,35.0,19.0,8.0,4.9,350.7,51.9,9.1,54.0,15.4,1.4,7.72
591,2013,Östergötland,Götaland,18.1,53.6,56.1,66.7,89.2,150.0,69.3,61.1,33.1,12.0,9.1,618.3,49.5,8.8,94.2,15.2,1.5,7.96
592,2013,Jönköping,Götaland,30.1,78.0,64.4,75.4,68.7,125.4,83.6,81.1,48.9,16.9,15.2,687.7,51.4,11.8,130.0,18.9,2.2,7.15
593,2013,Kronoberg,Götaland,23.3,125.2,77.2,53.6,91.6,109.0,68.4,65.4,35.8,8.6,2.1,660.2,42.5,1.6,101.2,15.3,0.3,6.36
594,2013,Kalmar,Götaland,33.7,59.3,69.5,71.3,85.8,138.9,85.1,80.2,48.9,27.9,10.7,711.3,52.4,12.3,129.1,18.1,1.5,7.22
595,2013,Gotland,Götaland,11.6,3.3,6.4,15.7,9.3,11.1,9.5,11.4,12.6,9.5,16.4,116.8,71.9,22.2,24.0,20.5,14.0,4.17
596,2013,Blekinge,Götaland,4.9,25.0,19.8,13.3,21.9,31.1,27.2,25.2,6.6,2.4,0.7,178.1,47.4,5.4,31.8,17.9,0.4,8.34
597,2013,Skåne,Götaland,25.1,42.9,39.7,33.4,36.9,81.0,65.0,34.5,14.6,11.8,3.4,388.3,47.4,7.7,49.1,12.6,0.9,8.24
598,2013,Halland,Götaland,10.0,43.8,19.6,21.1,29.6,67.7,59.5,29.1,11.9,3.8,1.8,297.9,48.4,5.9,41.0,13.8,0.6,8.3
599,2013,Västra Götaland,Götaland,62.8,112.3,129.7,111.9,156.1,269.1,150.2,133.6,84.9,40.7,22.5,1273.8,51.4,11.6,218.5,17.2,1.8,7.66
600,2013,Värmland,Svealand,51.0,108.1,135.1,132.4,171.5,332.6,118.0,77.9,72.7,47.6,38.2,1285.1,50.2,6.7,150.6,11.7,3.0,6.7
601,2013,Orebro,Svealand,30.1,61.3,59.3,59.7,75.7,127.8,62.0,34.3,22.1,16.3,8.8,557.4,45.3,4.5,56.4,10.1,1.6,6.74
602,2013,Västmanland,Svealand,16.2,36.1,43.5,35.0,26.4,64.3,29.2,27.3,18.4,11.7,3.4,311.5,46.7,4.8,45.7,14.7,1.1,6.42
603,2013,Dalarna,Svealand,82.2,159.4,178.0,227.1,263.5,286.0,127.4,105.2,105.1,135.0,185.3,1854.2,59.6,10.0,210.3,11.3,10.0,4.69
604,2013,Gävleborg,Södra Norrland,75.0,128.2,160.4,156.0,209.4,298.7,163.6,110.4,97.0,63.5,37.9,1500.1,50.8,6.8,207.4,13.8,2.5,6.01
605,2013,Västernorrland,Södra Norrland,102.0,127.2,166.5,201.7,218.0,320.4,116.2,137.3,121.9,97.0,71.8,1680.0,53.9,10.0,259.2,15.4,4.3,5.92
606,2013,Jämtland,Södra Norrland,103.7,211.1,229.5,312.8,245.6,372.0,140.6,190.7,194.0,238.1,366.8,2604.9,68.6,14.1,384.7,14.8,14.1,4.23
607,2013,Västerbotten,Norra Norrland,120.3,232.8,224.2,313.4,293.0,471.0,353.7,294.2,231.2,199.8,211.2,2944.8,62.4,7.2,525.4,17.8,7.2,3.73
608,2013,Norrbotten,Norra Norrland,89.7,207.7,248.5,261.9,377.6,640.0,477.3,314.6,195.3,222.7,346.6,3381.9,66.6,10.2,509.9,15.1,10.2,2.93
609,2014,Stockholm,Svealand,22.1,14.5,24.4,22.5,43.3,55.8,30.9,40.3,20.9,8.6,15.0,298.3,57.1,14.9,61.2,20.5,5.0,7.11
610,2014,Uppsala,Svealand,29.3,34.2,50.8,44.3,54.6,92.9,57.6,55.7,36.5,16.3,10.4,482.6,53.2,5.5,92.2,19.1,2.2,6.66
611,2014,Södermanland,Svealand,9.5,28.7,30.3,37.8,37.5,78.2,60.5,33.5,19.4,8.3,4.6,348.3,51.9,9.3,52.9,15.2,1.3,7.72
612,2014,Östergötland,Götaland,19.7,58.0,52.4,63.0,88.1,150.6,61.7,53.9,32.3,15.1,8.5,603.3,48.9,9.3,86.2,14.3,1.4,7.96
613,2014,Jönköping,Götaland,26.4,79.5,65.7,76.7,74.3,128.3,84.0,79.7,47.3,16.4,15.2,693.5,51.0,11.4,127.0,18.3,2.2,7.15
614,2014,Kronoberg,Götaland,24.9,124.3,82.8,49.2,85.5,113.4,68.9,63.0,34.5,9.0,2.0,657.5,42.2,1.7,97.5,14.8,0.3,6.36
615,2014,Kalmar,Götaland,33.1,62.4,65.2,74.7,77.4,139.6,85.5,77.5,53.1,28.4,13.9,710.8,53.3,13.4,130.6,18.4,2.0,7.22
616,2014,Gotland,Götaland,11.2,4.1,6.5,15.5,10.5,14.6,10.9,12.8,12.9,9.0,13.0,121.0,68.3,18.2,25.7,21.2,10.7,4.17
617,2014,Blekinge,Götaland,6.5,28.2,17.4,16.2,22.7,35.5,28.5,26.3,7.0,2.4,0.7,191.4,46.9,5.3,33.3,17.4,0.4,8.34
618,2014,Skåne,Götaland,26.1,42.5,41.9,35.9,40.4,83.7,64.0,37.7,14.0,11.7,3.4,401.3,47.1,7.3,51.7,12.9,0.8,8.24
619,2014,Halland,Götaland,10.5,40.1,23.2,22.2,27.6,61.6,54.0,30.3,11.9,4.3,1.8,287.5,48.3,6.3,42.2,14.7,0.6,8.3
620,2014,Västra Götaland,Götaland,62.2,115.1,126.6,114.5,147.4,269.1,150.8,131.4,84.6,37.0,26.0,1264.7,51.5,11.7,216.0,17.1,2.1,7.66
621,2014,Värmland,Svealand,52.8,109.9,127.0,139.3,170.9,328.6,124.2,77.5,67.2,50.2,40.3,1287.9,50.3,7.0,144.7,11.2,3.1,6.7
622,2014,Orebro,Svealand,26.3,54.1,58.9,62.5,76.4,130.7,60.8,37.7,21.6,16.6,9.2,554.8,46.3,4.7,59.3,10.7,1.7,6.74
623,2014,Västmanland,Svealand,19.8,36.5,42.3,39.9,27.3,60.9,29.4,25.4,17.4,12.3,3.6,314.8,45.6,5.1,42.8,13.6,1.1,6.42
624,2014,Dalarna,Svealand,82.1,155.1,182.5,224.5,280.0,295.4,127.0,99.3,100.2,131.5,192.2,1869.8,59.4,10.3,199.5,10.7,10.3,4.69
625,2014,Gävleborg,Södra Norrland,79.3,131.7,159.8,150.5,198.8,300.3,157.8,108.9,92.1,63.0,40.9,1483.1,50.6,7.0,201.0,13.6,2.8,6.01
626,2014,Västernorrland,Södra Norrland,102.1,131.9,161.5,197.5,215.0,323.5,121.3,133.3,115.7,96.5,71.8,1670.1,53.7,10.1,249.0,14.9,4.3,5.92
627,2014,Jämtland,Södra Norrland,106.6,213.2,226.4,305.9,266.4,363.7,138.0,179.2,194.9,244.4,356.9,2595.6,68.1,13.8,374.1,14.4,13.8,4.23
628,2014,Västerbotten,Norra Norrland,120.6,242.8,221.8,322.7,321.4,502.4,372.6,303.3,240.5,215.3,224.4,3087.8,62.8,7.3,543.8,17.6,7.3,3.73
629,2014,Norrbotten,Norra Norrland,102.4,204.9,242.6,249.3,384.6,623.9,477.0,337.7,199.8,225.3,338.3,3385.8,66.7,10.0,537.5,15.9,10.0,2.93
630,2015,Stockholm,Svealand,18.9,12.7,21.9,20.6,38.8,58.2,32.3,40.8,20.0,8.2,15.1,287.5,58.8,15.1,60.8,21.1,5.3,7.11
631,2015,Uppsala,Svealand,29.3,34.2,44.3,48.1,53.2,95.5,56.6,55.0,35.9,14.3,12.1,478.5,53.4,5.5,90.9,19.0,2.5,6.66
632,2015,Södermanland,Svealand,14.1,27.3,30.6,38.0,36.1,73.7,60.4,29.8,17.7,6.4,5.3,339.4,50.5,8.7,47.5,14.0,1.6,7.72
633,2015,Östergötland,Götaland,21.6,60.4,49.4,59.0,82.8,153.4,62.6,51.7,31.5,14.3,8.6,595.3,48.7,9.1,83.2,14.0,1.4,7.96
634,2015,Jönköping,Götaland,27.7,79.4,66.4,81.3,78.1,129.8,85.6,67.5,45.6,18.1,14.6,694.1,50.0,11.3,113.1,16.3,2.1,7.15
635,2015,Kronoberg,Götaland,27.2,106.4,96.5,58.8,81.8,114.6,66.5,60.3,31.9,9.3,1.9,655.2,41.7,1.7,92.2,14.1,0.3,6.36
636,2015,Kalmar,Götaland,29.0,61.0,67.1,74.2,80.1,146.8,80.6,82.3,54.0,30.4,16.2,721.7,54.2,13.9,136.3,18.9,2.2,7.22
637,2015,Gotland,Götaland,10.1,4.1,7.0,12.0,12.6,15.7,10.3,9.7,11.6,9.1,13.5,115.7,68.6,19.5,21.3,18.4,11.7,4.17
638,2015,Blekinge,Götaland,6.6,24.7,19.8,17.8,25.2,36.2,23.9,25.1,7.8,3.4,0.7,191.2,46.8,6.2,32.9,17.2,0.4,8.34
639,2015,Skåne,Götaland,27.1,42.0,41.6,36.8,37.5,83.2,58.1,42.4,14.4,12.8,4.8,400.7,48.0,8.0,56.8,14.2,1.2,8.24
640,2015,Halland,Götaland,9.6,34.5,26.3,26.1,25.5,60.2,50.1,30.3,14.0,5.4,2.1,284.1,49.3,7.6,44.3,15.6,0.7,8.3
641,2015,Västra Götaland,Götaland,59.1,117.2,122.2,112.5,148.2,272.7,145.6,135.1,79.3,35.4,25.5,1252.8,51.3,11.2,214.4,17.1,2.0,7.66
642,2015,Värmland,Svealand,47.8,112.0,129.2,142.2,162.8,316.4,144.3,69.8,70.0,51.1,37.8,1283.4,50.4,6.9,139.8,10.9,2.9,6.7
643,2015,Orebro,Svealand,24.8,53.1,61.2,63.8,77.6,140.5,52.1,38.3,20.9,16.6,8.2,557.1,45.8,4.5,59.2,10.6,1.5,6.74
644,2015,Västmanland,Svealand,25.4,35.6,39.5,41.1,29.1,60.3,34.1,23.5,15.1,12.7,3.4,319.8,44.7,5.0,38.6,12.1,1.1,6.42
645,2015,Dalarna,Svealand,84.1,153.5,174.7,228.9,256.5,308.8,130.5,98.1,104.8,126.2,201.0,1867.1,60.1,10.8,202.9,10.9,10.8,4.69
646,2015,Gävleborg,Södra Norrland,77.0,135.2,149.9,162.6,187.4,295.4,165.3,102.5,87.0,66.1,41.8,1470.2,50.7,7.3,189.5,12.9,2.8,6.01
647,2015,Västernorrland,Södra Norrland,98.0,137.6,150.2,194.7,195.5,339.6,120.5,126.0,103.0,95.5,78.8,1639.4,53.9,10.6,229.0,14.0,4.8,5.92
648,2015,Jämtland,Södra Norrland,101.9,191.9,224.6,291.4,282.5,364.9,141.5,161.9,182.1,237.2,374.7,2554.6,68.9,14.7,344.0,13.5,14.7,4.23
649,2015,Västerbotten,Norra Norrland,112.9,245.6,226.1,286.2,344.0,514.4,373.7,294.6,236.6,222.9,233.8,3090.8,63.4,7.6,531.2,17.2,7.6,3.73
650,2015,Norrbotten,Norra Norrland,100.0,212.7,236.4,224.0,379.3,669.0,492.7,348.0,193.9,233.3,317.1,3406.4,66.4,9.3,541.9,15.9,9.3,2.93
651,2016,Stockholm,Svealand,18.4,10.8,24.2,18.0,42.1,62.4,35.0,41.8,21.9,10.6,15.3,300.5,60.0,15.9,63.7,21.2,5.1,7.11
652,2016,Uppsala,Svealand,30.0,35.1,40.5,49.6,55.3,91.5,59.9,51.7,36.9,12.3,10.2,473.0,52.6,4.8,88.6,18.7,2.2,6.66
653,2016,Södermanland,Svealand,13.9,29.6,29.8,38.8,33.3,71.1,61.0,33.4,18.4,5.8,6.4,341.5,51.2,9.0,51.8,15.2,1.9,7.72
654,2016,Östergötland,Götaland,24.8,59.1,54.2,61.1,78.4,160.6,65.9,50.0,32.2,14.6,10.0,610.9,48.7,9.3,82.2,13.5,1.6,7.96
655,2016,Jönköping,Götaland,26.7,73.9,70.9,80.3,71.0,131.2,84.2,64.3,48.8,21.4,16.5,689.2,51.1,12.6,113.1,16.4,2.4,7.15
656,2016,Kronoberg,Götaland,27.1,87.5,104.8,67.1,76.8,121.5,65.8,61.9,28.7,7.8,3.2,652.2,42.1,1.7,90.6,13.9,0.5,6.36
657,2016,Kalmar,Götaland,26.7,54.3,69.9,68.1,80.9,147.4,85.4,80.6,53.0,32.2,15.3,713.8,54.9,14.1,133.6,18.7,2.1,7.22
658,2016,Gotland,Götaland,9.1,3.1,7.7,8.4,14.3,17.1,9.5,9.7,11.9,8.2,14.7,113.7,70.6,20.1,21.6,19.0,12.9,4.17
659,2016,Blekinge,Götaland,6.8,22.9,20.2,15.3,26.8,38.7,24.6,25.0,9.1,4.4,1.4,195.2,48.6,7.6,34.1,17.5,0.7,8.34
660,2016,Skåne,Götaland,29.8,42.2,39.4,36.4,35.7,83.2,56.9,40.3,13.8,12.1,5.4,395.2,47.5,7.9,54.1,13.7,1.4,8.24
661,2016,Halland,Götaland,11.1,31.1,26.3,26.4,26.0,61.4,48.2,32.3,14.7,5.9,1.7,285.1,49.8,7.8,47.0,16.5,0.6,8.3
662,2016,Västra Götaland,Götaland,63.4,116.3,120.3,122.2,136.7,271.4,145.1,134.3,81.6,36.7,27.0,1255.0,51.5,11.6,215.9,17.2,2.2,7.66
663,2016,Värmland,Svealand,49.5,103.3,120.3,138.5,170.0,327.5,155.5,69.3,69.2,56.0,41.0,1300.1,51.6,7.5,138.5,10.7,3.2,6.7
664,2016,Orebro,Svealand,30.9,51.6,60.5,63.3,78.6,150.9,51.9,38.1,18.8,17.0,9.6,571.2,45.6,4.7,56.9,10.0,1.7,6.74
665,2016,Västmanland,Svealand,25.1,31.7,40.1,44.8,33.1,58.6,33.6,23.5,13.5,10.8,2.7,317.5,43.6,4.3,37.0,11.7,0.9,6.42
666,2016,Dalarna,Svealand,85.5,152.3,162.1,237.1,253.3,324.6,137.1,95.9,103.4,127.8,204.8,1883.9,60.4,10.9,199.3,10.6,10.9,4.69
667,2016,Gävleborg,Södra Norrland,68.9,145.4,145.3,169.4,185.0,291.7,164.5,92.4,82.9,69.8,44.1,1459.4,50.5,7.8,175.3,12.0,3.0,6.01
668,2016,Västernorrland,Södra Norrland,101.5,156.5,149.6,206.7,200.2,326.4,127.9,111.7,97.6,87.2,75.8,1641.1,52.0,9.9,209.3,12.8,4.6,5.92
669,2016,Jämtland,Södra Norrland,94.4,202.2,221.2,284.9,300.9,364.5,145.2,158.5,171.2,231.9,378.1,2553.0,68.6,14.8,329.7,12.9,14.8,4.23
670,2016,Västerbotten,Norra Norrland,115.4,238.3,232.9,282.6,344.6,549.4,383.5,288.1,224.8,221.0,242.2,3122.8,63.2,7.8,512.9,16.4,7.8,3.73
671,2016,Norrbotten,Norra Norrland,109.8,220.5,228.1,215.4,384.7,673.6,476.7,341.6,194.3,219.9,321.8,3386.4,66.1,9.5,535.9,15.8,9.5,2.93
672,2017,Stockholm,Svealand,17.8,11.7,24.9,21.2,40.8,58.7,37.8,39.2,23.5,10.2,16.3,302.1,60.1,16.6,62.7,20.8,5.4,7.11
673,2017,Uppsala,Svealand,29.8,37.3,42.1,49.6,59.4,93.5,60.3,48.1,35.9,13.0,10.1,479.1,51.8,4.8,84.0,17.5,2.1,6.66
674,2017,Södermanland,Svealand,18.4,29.5,28.4,36.4,33.0,72.2,60.4,30.4,16.8,6.1,6.3,337.9,50.2,8.6,47.2,14.0,1.9,7.72
675,2017,Östergötland,Götaland,28.2,56.7,51.4,64.9,76.5,156.0,67.3,50.5,29.7,14.5,10.0,605.7,48.4,8.9,80.2,13.2,1.7,7.96
676,2017,Jönköping,Götaland,23.8,71.9,77.3,83.2,73.2,134.9,86.2,64.8,54.1,24.2,16.6,710.2,51.8,13.4,118.9,16.7,2.3,7.15
677,2017,Kronoberg,Götaland,28.6,83.0,115.5,71.8,68.5,119.2,69.0,58.2,28.1,9.1,4.9,655.9,42.1,2.1,86.3,13.2,0.7,6.36
678,2017,Kalmar,Götaland,28.8,52.4,72.9,69.3,86.5,144.8,85.3,77.2,52.0,32.8,14.7,716.7,54.3,13.9,129.2,18.0,2.1,7.22
679,2017,Gotland,Götaland,8.9,3.4,7.3,7.8,14.7,18.0,9.3,8.9,11.5,7.5,14.6,111.9,70.0,19.7,20.4,18.2,13.0,4.17
680,2017,Blekinge,Götaland,7.1,20.6,20.1,14.6,27.9,41.1,27.1,21.4,10.0,3.7,1.3,194.9,48.6,7.7,31.4,16.1,0.7,8.34
681,2017,Skåne,Götaland,27.4,42.6,40.0,36.5,38.2,83.7,53.7,37.6,13.6,12.5,4.7,390.5,47.0,7.9,51.2,13.1,1.2,8.24
682,2017,Halland,Götaland,11.2,24.9,32.0,25.9,25.3,61.4,45.6,32.9,14.5,5.5,1.2,280.4,49.7,7.6,47.4,16.9,0.4,8.3
683,2017,Västra Götaland,Götaland,61.0,115.1,120.0,119.6,128.5,277.2,147.2,134.1,83.3,39.2,27.6,1252.8,52.1,12.0,217.4,17.4,2.2,7.66
684,2017,Värmland,Svealand,49.5,102.3,119.1,138.2,165.4,329.0,169.1,70.7,64.7,50.2,48.8,1307.0,52.0,7.6,135.4,10.4,3.7,6.7
685,2017,Orebro,Svealand,31.5,54.3,67.0,60.9,75.0,154.7,55.9,38.4,15.1,17.5,7.5,577.8,44.6,4.3,53.5,9.3,1.3,6.74
686,2017,Västmanland,Svealand,25.2,30.8,37.1,42.4,38.8,59.0,32.6,21.7,12.5,8.9,1.9,310.9,42.6,3.5,34.2,11.0,0.6,6.42
687,2017,Dalarna,Svealand,83.6,160.1,166.6,235.0,238.9,333.9,139.6,91.4,94.9,118.9,208.0,1870.9,59.8,11.1,186.3,10.0,11.1,4.69
688,2017,Gävleborg,Södra Norrland,70.8,140.9,147.4,164.9,180.0,294.4,171.0,93.8,77.5,73.0,49.4,1463.1,51.2,8.4,171.3,11.7,3.4,6.01
689,2017,Västernorrland,Södra Norrland,95.2,151.1,149.6,185.1,217.3,316.8,143.7,94.0,105.4,91.0,76.5,1625.7,52.8,10.3,199.4,12.3,4.7,5.92
690,2017,Jämtland,Södra Norrland,96.5,201.3,204.6,279.6,305.8,368.0,153.5,146.0,163.8,239.2,388.3,2546.6,69.2,15.2,309.8,12.2,15.2,4.23
691,2017,Västerbotten,Norra Norrland,110.2,243.0,218.1,287.4,359.1,538.0,385.4,281.7,223.1,213.2,260.6,3119.8,63.7,8.4,504.8,16.2,8.4,3.73
692,2017,Norrbotten,Norra Norrland,106.3,213.3,229.0,220.5,358.2,663.6,493.9,340.3,211.3,213.5,331.3,3381.2,66.9,9.8,551.6,16.3,9.8,2.93
693,2018,Stockholm,Svealand,13.9,14.1,18.8,24.5,34.6,61.7,38.9,37.7,22.1,11.2,16.3,293.8,61.3,16.9,59.8,20.4,5.5,7.11
694,2018,Uppsala,Svealand,24.6,48.1,37.3,52.5,58.0,91.3,66.2,48.1,33.5,13.0,12.0,484.6,51.9,5.2,81.6,16.8,2.5,6.66
695,2018,Södermanland,Svealand,21.2,28.8,27.0,29.3,33.4,72.1,59.8,34.1,15.5,6.7,6.0,333.9,50.7,8.4,49.6,14.9,1.8,7.72
696,2018,Östergötland,Götaland,30.5,50.7,51.7,63.7,75.6,159.2,70.1,50.3,30.3,14.7,9.8,606.6,48.9,9.0,80.6,13.3,1.6,7.96
697,2018,Jönköping,Götaland,22.9,71.1,86.5,73.7,80.8,127.0,86.5,66.1,53.3,26.1,16.7,710.7,51.9,13.5,119.4,16.8,2.3,7.15
698,2018,Kronoberg,Götaland,29.3,73.0,122.5,72.7,58.9,122.8,69.6,57.3,28.6,9.5,6.0,650.2,42.7,2.4,85.9,13.2,0.9,6.36
699,2018,Kalmar,Götaland,33.9,55.8,74.4,71.7,84.9,142.8,80.3,80.8,53.6,26.5,18.0,722.7,53.6,13.6,134.4,18.6,2.5,7.22
700,2018,Gotland,Götaland,6.0,4.0,6.9,6.8,14.3,15.2,11.5,8.2,12.8,8.5,14.1,108.3,73.3,20.9,21.0,19.4,13.0,4.17
701,2018,Blekinge,Götaland,8.1,16.6,19.3,14.8,24.4,37.6,31.6,21.4,10.7,4.6,2.3,191.4,51.3,9.2,32.1,16.8,1.2,8.34
702,2018,Skåne,Götaland,27.3,40.2,41.9,38.6,37.0,81.3,57.7,41.5,15.2,11.7,4.9,397.3,47.8,8.0,56.7,14.3,1.2,8.24
703,2018,Halland,Götaland,13.7,18.4,35.6,26.2,23.6,61.9,43.6,33.6,14.9,6.1,1.0,278.6,50.1,7.9,48.5,17.4,0.4,8.3
704,2018,Västra Götaland,Götaland,59.5,107.8,121.7,128.9,117.1,282.6,143.4,128.1,81.8,42.5,26.5,1239.9,52.1,12.2,209.9,16.9,2.1,7.66
705,2018,Värmland,Svealand,46.9,113.6,119.7,125.5,169.1,321.7,170.1,74.4,62.3,44.3,51.0,1298.6,51.8,7.3,136.7,10.5,3.9,6.7
706,2018,Orebro,Svealand,28.3,51.9,70.4,63.0,72.4,157.0,56.3,39.4,17.9,16.8,5.5,578.9,44.8,3.9,57.3,9.9,1.0,6.74
707,2018,Västmanland,Svealand,25.3,28.3,43.9,36.2,40.4,54.9,29.2,21.6,12.5,7.2,3.1,302.6,42.1,3.4,34.1,11.3,1.0,6.42
708,2018,Dalarna,Svealand,80.8,157.8,173.3,224.6,247.6,334.5,145.4,81.9,91.3,120.7,210.2,1868.1,59.9,11.3,173.2,9.3,11.3,4.69
709,2018,Gävleborg,Södra Norrland,78.1,144.1,141.3,164.7,175.2,287.2,178.6,88.4,72.9,76.7,50.0,1457.2,51.0,8.7,161.3,11.1,3.4,6.01
710,2018,Västernorrland,Södra Norrland,92.0,151.5,149.7,170.0,205.4,323.6,157.9,98.8,94.1,95.6,78.5,1617.1,53.5,10.8,192.9,11.9,4.9,5.92
711,2018,Jämtland,Södra Norrland,92.9,223.0,202.2,255.1,305.0,379.6,166.0,142.6,158.5,239.1,390.8,2554.8,69.1,15.3,301.1,11.8,15.3,4.23
712,2018,Västerbotten,Norra Norrland,98.6,249.5,234.9,259.5,374.0,517.4,403.9,258.5,222.6,214.3,264.9,3098.1,63.8,8.6,481.1,15.5,8.6,3.73
713,2018,Norrbotten,Norra Norrland,105.9,216.0,211.5,231.8,331.0,646.9,507.4,328.0,212.3,220.1,336.3,3347.2,67.5,10.0,540.3,16.1,10.0,2.93
714,2019,Stockholm,Svealand,15.7,14.6,20.4,21.9,34.1,60.5,41.8,33.2,19.3,13.7,15.5,290.7,60.4,16.7,52.5,18.1,5.3,7.11
715,2019,Uppsala,Svealand,28.5,48.9,43.2,50.6,56.7,89.8,64.7,47.1,34.7,14.6,13.7,492.5,51.8,5.7,81.8,16.6,2.8,6.66
716,2019,Södermanland,Svealand,27.6,24.1,27.9,36.1,33.5,67.3,59.3,32.9,14.2,4.6,6.9,334.4,49.2,7.7,47.1,14.1,2.1,7.72
717,2019,Östergötland,Götaland,31.6,53.8,57.0,66.9,73.7,159.0,73.8,47.7,27.2,14.3,9.6,614.6,47.7,8.3,74.9,12.2,1.6,7.96
718,2019,Jönköping,Götaland,23.1,65.6,80.4,79.6,78.1,131.1,87.6,64.1,54.0,31.5,17.3,712.4,53.1,14.4,118.1,16.6,2.4,7.15
719,2019,Kronoberg,Götaland,27.9,62.4,127.1,80.4,55.5,126.2,64.5,57.3,28.4,12.0,8.0,649.7,43.5,3.1,85.7,13.2,1.2,6.36
720,2019,Kalmar,Götaland,38.5,54.3,78.7,65.2,86.6,145.2,76.8,80.4,48.4,27.0,16.3,717.4,52.6,12.8,128.8,18.0,2.3,7.22
721,2019,Gotland,Götaland,7.2,3.1,5.9,7.6,13.0,15.3,12.1,7.8,12.9,7.5,15.5,107.9,74.2,21.3,20.7,19.2,14.4,4.17
722,2019,Blekinge,Götaland,6.8,16.0,21.9,16.0,22.6,38.4,27.0,22.4,10.3,5.3,2.3,189.0,51.2,9.5,32.7,17.3,1.2,8.34
723,2019,Skåne,Götaland,28.7,39.1,48.7,38.3,33.4,78.1,61.3,41.7,16.2,12.4,5.5,403.4,48.1,8.5,57.9,14.4,1.4,8.24
724,2019,Halland,Götaland,14.4,19.8,40.1,24.7,27.0,60.8,47.6,32.9,15.0,6.1,1.6,290.0,49.6,7.8,47.9,16.5,0.6,8.3
725,2019,Västra Götaland,Götaland,60.3,104.9,123.7,138.7,120.8,276.8,134.8,130.0,78.9,47.9,28.5,1245.3,52.2,12.5,208.9,16.8,2.3,7.66
726,2019,Värmland,Svealand,46.0,113.8,119.7,130.8,165.0,319.9,173.2,70.3,65.7,40.6,49.3,1294.3,51.5,6.9,136.0,10.5,3.8,6.7
727,2019,Orebro,Svealand,33.5,49.7,70.6,64.7,76.0,153.5,55.9,33.5,21.6,14.3,5.9,579.2,44.0,3.5,55.1,9.5,1.0,6.74
728,2019,Västmanland,Svealand,27.7,29.2,45.0,33.1,37.4,56.3,30.0,20.2,12.6,6.1,2.5,300.1,41.2,2.9,32.8,10.9,0.8,6.42
729,2019,Dalarna,Svealand,75.0,153.5,170.8,210.4,250.9,337.0,153.4,85.6,88.6,119.5,208.5,1853.2,60.3,11.3,174.2,9.4,11.3,4.69
730,2019,Gävleborg,Södra Norrland,80.4,144.4,143.7,165.6,175.2,289.4,196.9,91.2,70.4,73.8,55.0,1486.0,51.3,8.7,161.6,10.9,3.7,6.01
731,2019,Västernorrland,Södra Norrland,93.7,155.6,134.7,168.5,207.0,338.5,157.1,99.9,86.1,89.7,80.6,1611.4,53.2,10.6,186.0,11.5,5.0,5.92
732,2019,Jämtland,Södra Norrland,101.6,219.5,214.0,257.7,319.0,387.6,174.1,133.9,153.7,232.0,388.7,2581.8,68.0,15.1,287.6,11.1,15.1,4.23
733,2019,Västerbotten,Norra Norrland,99.1,232.9,238.2,244.3,335.7,506.4,416.0,253.0,221.0,197.1,266.5,3010.2,64.3,8.9,474.0,15.7,8.9,3.73
734,2019,Norrbotten,Norra Norrland,114.9,205.4,209.0,219.4,319.7,679.0,514.7,327.1,223.4,208.3,341.4,3362.3,67.7,10.2,550.5,16.4,10.2,2.93
